Year,quote_id,quote_model,quote_max_price,auction_price,auction_organizor,auction_location,auction_restauration_code
1991,12208,600 SEL / S 600 (W 140) berline V12,15 000 â‚¬,211200,Osenat,FONTAINEBLEAU,OR+
1991,12208,600 SEL / S 600 (W 140) berline V12,15 000 â‚¬,1207600,RM Sotheby's,ESSEN,OR+
1991,12208,600 SEL / S 600 (W 140) berline V12,15 000 â‚¬,139200,SVV,ROYAN,OR
1996,12209,SLK 200 Kompressor roadster,7 000 â‚¬,88400,Alcopa auction,ESVRES-SUR-INDRE,OR
1996,12209,SLK 200 Kompressor roadster,7 000 â‚¬,42800,Alcopa auction,FLÃ‰VILLE DEVANT NANCY,OR
1996,12209,SLK 200 Kompressor roadster,7 000 â‚¬,90400,Alcopa auction,LA MÃ‰ZIÃˆRE,OR-
1996,12209,SLK 200 Kompressor roadster,7 000 â‚¬,190400,Alcopa auction,LA MÃ‰ZIÃˆRE,OR+
1996,12209,SLK 200 Kompressor roadster,7 000 â‚¬,119800,Brooklands Auctions,ASCOTT,OR+
1996,12209,SLK 200 Kompressor roadster,7 000 â‚¬,161800,Brooklands Auctions,BROOKLANDS,OR+
1996,12209,SLK 200 Kompressor roadster,7 000 â‚¬,72000,HdV,SAINT-OMER,OR
1996,12209,SLK 200 Kompressor roadster,7 000 â‚¬,336000,LeclÃ¨re,AVIGNON,OR+
1996,12209,SLK 200 Kompressor roadster,7 000 â‚¬,265000,Oldtimer Galerie Toffen,TOFFEN,OR+
1996,12209,SLK 200 Kompressor roadster,7 000 â‚¬,257800,RM Sotheby's,AUBURN,OR+
2000,12210,SLK 32 AMG roadster,20 000 â‚¬,20860000,Artcurial,LE MANS,OR+
2000,12210,SLK 32 AMG roadster,20 000 â‚¬,6484400,Artcurial,PARIS,OR+
2000,12210,SLK 32 AMG roadster,20 000 â‚¬,4418200,Bonhams,GOODWOOD,OR+
2000,12210,SLK 32 AMG roadster,20 000 â‚¬,3379600,Bonhams,GREENWICH,OR+
2000,12210,SLK 32 AMG roadster,20 000 â‚¬,3655000,Bonhams,LONDRES,OR+
2000,12210,SLK 32 AMG roadster,20 000 â‚¬,7092600,Gooding & Co,PEBBLE BEACH,OR+
2000,12210,SLK 32 AMG roadster,20 000 â‚¬,280800,Oldtimer Galerie Toffen,TOFFEN,OR+
2000,12210,SLK 32 AMG roadster,20 000 â‚¬,17797400,RM Sotheby's,AMELIA ISLAND,OR+
2000,12210,SLK 32 AMG roadster,20 000 â‚¬,15216600,RM Sotheby's,MONTEREY,EX
2000,12210,SLK 32 AMG roadster,20 000 â‚¬,77631000,RM Sotheby's,MONTEREY,OR+
2000,12210,SLK 32 AMG roadster,20 000 â‚¬,16234600,RM Sotheby's,PARIS,OR+
2000,12210,SLK 32 AMG roadster,20 000 â‚¬,2424800,RM Sotheby's,PHOENIX,OR+
1989,12211,300 GE break 5 portes,12 000 â‚¬,604000,Bonhams,GOODWOOD,OR-
1989,12211,300 GE break 5 portes,12 000 â‚¬,1396200,Bonhams,QUAIL LODGE,REST
1989,12211,300 GE break 5 portes,12 000 â‚¬,1370200,Bonhams,STUTTGART,REST
1989,12211,300 GE break 5 portes,12 000 â‚¬,433400,Brooklands Auctions,BROOKLANDS,REST
1989,12211,300 GE break 5 portes,12 000 â‚¬,13520000,Gooding & Co,PEBBLE BEACH,OR+
1989,12211,300 GE break 5 portes,12 000 â‚¬,18460,HdV,BRAZEY EN PLAINE,OR-
1989,12211,300 GE break 5 portes,12 000 â‚¬,1000000,RM Sotheby's,LONDRES,OR+
1989,12211,300 GE break 5 portes,12 000 â‚¬,3500000,RM Sotheby's,PARIS,OR+
1994,12373,SL 320 (R 129) cabriolet hard-top,15 000 â‚¬,92200,Brooklands Auctions,BROOKLANDS,OR
1994,12373,SL 320 (R 129) cabriolet hard-top,15 000 â‚¬,527200,Brooklands Auctions,BROOKLANDS,OR+
1994,12373,SL 320 (R 129) cabriolet hard-top,15 000 â‚¬,99200,H & H Classic Auctions,BUXTON,OR
1999,12374,SL 320 V6 (R 129) cabriolet hard-top,18 000 â‚¬,572600,Brooklands Auctions,ASCOTT,OR+
1999,12374,SL 320 V6 (R 129) cabriolet hard-top,18 000 â‚¬,171400,Brooklands Auctions,BROOKLANDS,OR
1999,12374,SL 320 V6 (R 129) cabriolet hard-top,18 000 â‚¬,118600,Brooklands Auctions,BROOKLANDS,OR+
1999,12374,SL 320 V6 (R 129) cabriolet hard-top,18 000 â‚¬,91800,H & H Classic Auctions,ONLINE,OR
1999,12374,SL 320 V6 (R 129) cabriolet hard-top,18 000 â‚¬,219600,Olivier Baron/Old Star Garage,SOLTERRE,OR
1994,12375,SL 280 (R 129) cabriolet hard-top,13 000 â‚¬,234000,Oldtimer Galerie Toffen,TOFFEN,OR+
1993,12377,SL 60 AMG V8 (R 129) cabriolet hard-top,70 000 â‚¬,5125600,Artcurial,LE MANS,OR+
1993,12377,SL 60 AMG V8 (R 129) cabriolet hard-top,70 000 â‚¬,5091800,Bonhams,GOODWOOD,OR+
1993,12377,SL 60 AMG V8 (R 129) cabriolet hard-top,70 000 â‚¬,936800,Brooklands Auctions,BROOKLANDS,OR+
1993,12377,SL 60 AMG V8 (R 129) cabriolet hard-top,70 000 â‚¬,3113200,RM Sotheby's,FORT LAUDERDALE,OR+
1993,12377,SL 60 AMG V8 (R 129) cabriolet hard-top,70 000 â‚¬,897000,RM Sotheby's,PARIS,OR+
1995,12378,SL 73 AMG V12 (R 129) cabriolet hard-top,120 000 â‚¬,287200,Alcopa auction,SAINT-PRIEST,OR+
1995,12378,SL 73 AMG V12 (R 129) cabriolet hard-top,120 000 â‚¬,1689600,Bonhams,GOODWOOD,OR+
1995,12378,SL 73 AMG V12 (R 129) cabriolet hard-top,120 000 â‚¬,5405000,Bonhams,KNOKKE-LE-ZOUTE,OR+
1995,12378,SL 73 AMG V12 (R 129) cabriolet hard-top,120 000 â‚¬,538200,Brooklands Auctions,BROOKLANDS,OR+
1993,12457,400 E / E 420 (W 124) berline,18 000 â‚¬,94000,Aguttes,LINAS,OR+
1993,12457,400 E / E 420 (W 124) berline,18 000 â‚¬,313200,Brooklands Auctions,BROOKLANDS,OR+
1993,12457,400 E / E 420 (W 124) berline,18 000 â‚¬,80600,RM Sotheby's,AUBURN,OR+
