Year,quote_id,quote_model,quote_max_price,auction_price,auction_organizor,auction_location,auction_restauration_code
1973,4199,280 SE (W 116) berline,6 500 â‚¬,40500,J.P. Osenat,FONTAINEBLEAU,OR+
1973,4199,280 SE (W 116) berline,6 500 â‚¬,4600,J.P. Osenat,SAINS-LÃˆS-FRESSINS,SEP
1973,4199,280 SE (W 116) berline,6 500 â‚¬,11000,Me Arnaud-Lacroz,UZERCHE,OR
1973,4199,280 SE (W 116) berline,6 500 â‚¬,40000,SdV,RICHELIEU,OR
1973,4199,280 SE (W 116) berline,6 500 â‚¬,9000,SVV,CADAUJAC,OR-
1973,4199,280 SE (W 116) berline,6 500 â‚¬,55760,SVV,CAEN,OR
1973,4199,280 SE (W 116) berline,6 500 â‚¬,40000,SVV,SAINT JAMES,OR
1974,4200,280 SE L (W 116) berline longue,7 000 â‚¬,24000,H & H Classic Auctions,BUXTON,OR
1974,4200,280 SE L (W 116) berline longue,7 000 â‚¬,174000,H & H Classic Auctions,BUXTON,OR+
1973,4201,350 SE (W 116) berline,4 500 â‚¬,858240,Artcurial,PARIS,TR/REST
1973,4201,350 SE (W 116) berline,4 500 â‚¬,52800,Brooklands Auctions,BROOKLANDS,REST
1973,4201,350 SE (W 116) berline,4 500 â‚¬,33000,H & H Classic Auctions,BUXTON,OR+
1973,4201,350 SE (W 116) berline,4 500 â‚¬,4000,J.P. Osenat,FONTAINEBLEAU,OR-
1973,4201,350 SE (W 116) berline,4 500 â‚¬,130600,Oldtimer Galerie Toffen,TOFFEN,OR+
1974,4202,350 SE L (W 116) berline longue,7 000 â‚¬,462000,Bonhams,LONDRES,OR+
1974,4202,350 SE L (W 116) berline longue,7 000 â‚¬,100000,Dorotheum,SALZBOURG,OR+
1973,4203,450 SE (W 116) berline,6 000 â‚¬,8200,Montargis EnchÃ¨res,SURY AUX BOIS,OR
1973,4203,450 SE (W 116) berline,6 000 â‚¬,143360,Oldtimer Galerie Toffen,TOFFEN,OR
1973,4204,450 SE L (W 116) berline,8 000 â‚¬,238280,Artcurial,PARIS,OR+
1973,4204,450 SE L (W 116) berline,8 000 â‚¬,1597200,Artcurial,RUEIL-MALMAISON,OR+
1973,4204,450 SE L (W 116) berline,8 000 â‚¬,180400,Bonhams,GOODWOOD,OR+
1973,4204,450 SE L (W 116) berline,8 000 â‚¬,42400,Bonhams,HARROGATE,OR
1973,4204,450 SE L (W 116) berline,8 000 â‚¬,14400,Bonhams,LONDRES,OR
1973,4204,450 SE L (W 116) berline,8 000 â‚¬,83400,J.P. Osenat,FONTAINEBLEAU,OR
1973,4204,450 SE L (W 116) berline,8 000 â‚¬,156800,Oldtimer Galerie Toffen,TOFFEN,OR+
1973,4204,450 SE L (W 116) berline,8 000 â‚¬,118000,RM Sotheby's,SANTA MONICA,REST
1973,4204,450 SE L (W 116) berline,8 000 â‚¬,74240,Toutain-Vente,SAINT-JAMES,REST-
1975,4205,450 SE L 6.9 berline,38 000 â‚¬,1144200,Artcurial,PARIS,OR+
1975,4205,450 SE L 6.9 berline,38 000 â‚¬,1072800,Artcurial,RUEIL-MALMAISON,OR+
1975,4205,450 SE L 6.9 berline,38 000 â‚¬,594200,Auctionata,BERLIN,REST
1975,4205,450 SE L 6.9 berline,38 000 â‚¬,1840000,Bonhams,CHANTILLY,OR+/EX
1975,4205,450 SE L 6.9 berline,38 000 â‚¬,274200,Bonhams,PHILADELPHIE,OR+
1975,4205,450 SE L 6.9 berline,38 000 â‚¬,690000,Bonhams,STUTTGART,REST
1975,4205,450 SE L 6.9 berline,38 000 â‚¬,603600,Brooklands Auctions,BROOKLANDS,REST
1975,4205,450 SE L 6.9 berline,38 000 â‚¬,2695200,Gooding & Co,PEBBLE BEACH,OR+
1975,4205,450 SE L 6.9 berline,38 000 â‚¬,184000,H & H Classic Auctions,BUXTON,OR
1975,4205,450 SE L 6.9 berline,38 000 â‚¬,615840,Oldtimer Galerie Toffen,TOFFEN,OR+
1975,4205,450 SE L 6.9 berline,38 000 â‚¬,184800,Osenat,FONTAINEBLEAU,OR-
1975,4205,450 SE L 6.9 berline,38 000 â‚¬,888000,Osenat,LYON,REST
1975,4205,450 SE L 6.9 berline,38 000 â‚¬,189400,RM Sotheby's,AUBURN,OR+
1975,4205,450 SE L 6.9 berline,38 000 â‚¬,862600,RM Sotheby's,ESSEN,OR+
1975,4205,450 SE L 6.9 berline,38 000 â‚¬,672000,RM Sotheby's,MILAN,OR+
1964,4206,600 limousine,95 000 â‚¬,995400,Alcopa auction,LA MÃ‰ZIÃˆRE,OR
1964,4206,600 limousine,95 000 â‚¬,2384000,Artcurial,MONACO,OR+
1964,4206,600 limousine,95 000 â‚¬,2145600,Artcurial,PARIS,REST
1964,4206,600 limousine,95 000 â‚¬,1597280,Artcurial,PARIS,REST+
1964,4206,600 limousine,95 000 â‚¬,7080400,Artcurial,RUEIL-MALMAISON,OR+
1964,4206,600 limousine,95 000 â‚¬,1410600,Bonhams,GREENWICH,REST
1964,4206,600 limousine,95 000 â‚¬,1625400,Bonhams,LONDRES,OR+
1964,4206,600 limousine,95 000 â‚¬,1787600,Gooding & Co,AMELIA ISLAND,OR+
1964,4206,600 limousine,95 000 â‚¬,2574280,Gooding & Co,PEBBLE BEACH,OR+
1964,4206,600 limousine,95 000 â‚¬,1964200,Gooding & Co,PEBBLE BEACH,REST
1964,4206,600 limousine,95 000 â‚¬,2040000,J.P. Osenat,LYON,OR+
1964,4206,600 limousine,95 000 â‚¬,1661840,Oldtimer Galerie Toffen,ZURICH,OR+
1964,4206,600 limousine,95 000 â‚¬,1598400,RM Sotheby's,FORT LAUDERDALE,OR+
1964,4206,600 limousine,95 000 â‚¬,1568000,RM Sotheby's,MILAN,OR
1964,4206,600 limousine,95 000 â‚¬,2016000,RM Sotheby's,PARIS,OR+
1964,4207,600 Pullman limousine 4 portes,110 000 â‚¬,1858520,Artcurial,PARIS,OR+
1964,4207,600 Pullman limousine 4 portes,110 000 â‚¬,324340,Bonhams,LONDRES,OR
1964,4207,600 Pullman limousine 4 portes,110 000 â‚¬,1125000,Bonhams,WESTPORT,REST
1964,4207,600 Pullman limousine 4 portes,110 000 â‚¬,720000,Dorotheum,SALZBOURG,OR
1964,4207,600 Pullman limousine 4 portes,110 000 â‚¬,3584000,RM Sotheby's,LONDON,REST+
1964,4207,600 Pullman limousine 4 portes,110 000 â‚¬,278860,RM Sotheby's,LONDRES,OR-/INC
1964,4207,600 Pullman limousine 4 portes,110 000 â‚¬,5690400,RM Sotheby's,LOS ANGELES,OR+
1964,4207,600 Pullman limousine 4 portes,110 000 â‚¬,10300000,RM Sotheby's,MONACO,REST+/EX
1964,4207,600 Pullman limousine 4 portes,110 000 â‚¬,450240,RM Sotheby's,NYSTED,OR
1964,4207,600 Pullman limousine 4 portes,110 000 â‚¬,2759800,RM Sotheby's,PHOENIX,OR
1966,4208,600 Pullman limousine 6 portes,130 000 â‚¬,6794400,Artcurial,PARIS,OR+
1966,4208,600 Pullman limousine 6 portes,130 000 â‚¬,667600,Artcurial,RUEIL-MALMAISON,REST
1966,4208,600 Pullman limousine 6 portes,130 000 â‚¬,3565000,Bonhams,KNOKKE-LE-ZOUTE,REST
1966,4208,600 Pullman limousine 6 portes,130 000 â‚¬,3450000,Bonhams,STUTTGART,OR+
1966,4208,600 Pullman limousine 6 portes,130 000 â‚¬,2185000,Bonhams,STUTTGART,REST+
1966,4208,600 Pullman limousine 6 portes,130 000 â‚¬,24600,Lisieux EnchÃ¨res,ST. GERMAIN DE LIVET,SEP
1966,4208,600 Pullman limousine 6 portes,130 000 â‚¬,1653000,RM Sotheby's,LONDON,REST
1966,4208,600 Pullman limousine 6 portes,130 000 â‚¬,6160000,RM Sotheby's,LONDRES,OR-
1966,4208,600 Pullman limousine 6 portes,130 000 â‚¬,2600000,RM Sotheby's,MONACO,REST
1966,4208,600 Pullman limousine 6 portes,130 000 â‚¬,10752000,RM Sotheby's,PARIS,SEP
1936,7781,170 H coach (moteur arriÃ¨re),65 000 â‚¬,50000,AuctionArt (RÃ©my Le Fur) / M. Bonoron,ECHARCON,SEP
1936,7781,170 H coach (moteur arriÃ¨re),65 000 â‚¬,110000,Dorotheum,SALZBOURG,OR-
1936,7781,170 H coach (moteur arriÃ¨re),65 000 â‚¬,360000,J.P. Osenat,PUISEUX-PONTOISE,REST
1937,7782,170 V (W 136) cabriolet,65 000 â‚¬,1287400,Artcurial,PARIS,REST
1937,7782,170 V (W 136) cabriolet,65 000 â‚¬,1760000,Chevau-LÃ©gers EnchÃ¨res / M. Souv,PARIS,REST+
1937,7782,170 V (W 136) cabriolet,65 000 â‚¬,2062600,RM Sotheby's,AMELIA ISLAND,REST
1958,7784,180 (a/b/c) berline (ACT),10 000 â‚¬,243040,HdV,CHATOU,OR+
1957,7785,220 S coupÃ©,75 000 â‚¬,660000,Artcurial,PARIS,OR+
1957,7785,220 S coupÃ©,75 000 â‚¬,1311200,Artcurial,RUEIL-MALMAISON,REST
1957,7785,220 S coupÃ©,75 000 â‚¬,1230800,Bonhams,CARMEL,REST+
1957,7785,220 S coupÃ©,75 000 â‚¬,770200,Bonhams,GOODWOOD,OR+
1957,7785,220 S coupÃ©,75 000 â‚¬,1035000,Bonhams,PARIS,OR+
1957,7785,220 S coupÃ©,75 000 â‚¬,1460500,Bonhams,STUTTGART,REST
1957,7785,220 S coupÃ©,75 000 â‚¬,412600,Bonhams,WESTPORT,OR
1957,7785,220 S coupÃ©,75 000 â‚¬,980000,Gooding & Co,PEBBLE BEACH,OR+
1957,7785,220 S coupÃ©,75 000 â‚¬,270000,SVV,SAINTE-GENEVIÃˆVE,OR-
1959,7786,220 SE (W 128) coupÃ©,85 000 â‚¬,1043600,Alcopa auction,LA MÃ‰ZIÃˆRE,REST
1959,7786,220 SE (W 128) coupÃ©,85 000 â‚¬,561200,Bonhams,BEAULIEU,REST
1959,7786,220 SE (W 128) coupÃ©,85 000 â‚¬,1006600,Brooklands Auctions,BROOKLANDS,REST
1959,7786,220 SE (W 128) coupÃ©,85 000 â‚¬,144000,Collin du Bocage,WATTRIPONT,EP/INC
1959,7786,220 SE (W 128) coupÃ©,85 000 â‚¬,1200000,J.P. Osenat,OBENHEIM,REST
1959,7786,220 SE (W 128) coupÃ©,85 000 â‚¬,509000,RM Sotheby's,FORT LAUDERDALE,REST
1965,7787,200 D (W 110) berline diesel,6 000 â‚¬,81200,Alcopa auction,ESVRES SUR INDRE,OR
1965,7787,200 D (W 110) berline diesel,6 000 â‚¬,140000,Dorotheum,SALZBOURG,OR+
1965,7787,200 D (W 110) berline diesel,6 000 â‚¬,29800,J.P. Osenat,SAINS-LÃˆS-FRESSINS,SEP
1965,7787,200 D (W 110) berline diesel,6 000 â‚¬,2000,Me Sicard,SAINT JEAN D'ANGÃ‰LY,EP
1970,7790,280 SE coupÃ© (calandre basse),60 000 â‚¬,600000,Artcurial,PARIS,OR+
1970,7790,280 SE coupÃ© (calandre basse),60 000 â‚¬,646600,Bonhams,GREENWICH,OR+
1970,7790,280 SE coupÃ© (calandre basse),60 000 â‚¬,1133000,Bonhams,PARIS,REST
1981,7791,500 SL (R 107) cabriolet hard-top,48 000 â‚¬,619800,Artcurial,LE MANS,OR+
1981,7791,500 SL (R 107) cabriolet hard-top,48 000 â‚¬,3337600,Artcurial,PARIS,OR+
1981,7791,500 SL (R 107) cabriolet hard-top,48 000 â‚¬,1835600,Artcurial,RUEIL-MALMAISON,OR+
1981,7791,500 SL (R 107) cabriolet hard-top,48 000 â‚¬,1104000,Bonhams,KNOKKE-LE-ZOUTE,OR+
1981,7791,500 SL (R 107) cabriolet hard-top,48 000 â‚¬,1656000,Bonhams,MONACO,OR+
1981,7791,500 SL (R 107) cabriolet hard-top,48 000 â‚¬,2300000,Bonhams,PARIS,OR+
1981,7791,500 SL (R 107) cabriolet hard-top,48 000 â‚¬,736000,Bonhams,SPA,OR+
1981,7791,500 SL (R 107) cabriolet hard-top,48 000 â‚¬,1265000,Bonhams,STUTTGART,OR+
1981,7791,500 SL (R 107) cabriolet hard-top,48 000 â‚¬,2001000,Bonhams,STUTTGART,OR+/EX
1981,7791,500 SL (R 107) cabriolet hard-top,48 000 â‚¬,367200,Brooklands Auctions,BROOKLANDS,OR
1981,7791,500 SL (R 107) cabriolet hard-top,48 000 â‚¬,264600,Brooklands Auctions,BROOKLANDS,OR+
1981,7791,500 SL (R 107) cabriolet hard-top,48 000 â‚¬,586200,Brooklands Auctions,BROOKLANDS,REST
1981,7791,500 SL (R 107) cabriolet hard-top,48 000 â‚¬,896000,RM Sotheby's,MILAN,OR+
1981,7791,500 SL (R 107) cabriolet hard-top,48 000 â‚¬,881600,William Le Calvez,AUVERS-SUR-OISE,OR
1980,7792,500 SLC coupÃ©,27 000 â‚¬,154000,Besch,AVIGNON,OR
1980,7792,500 SLC coupÃ©,27 000 â‚¬,1058000,Bonhams,SPA,OR+
1980,7792,500 SLC coupÃ©,27 000 â‚¬,72800,Oldtimer Galerie Toffen,TOFFEN,OR-
1972,7793,280 C (W 114) coupÃ©,18 000 â‚¬,20000,Montargis EnchÃ¨res,GUILLY,OR
1972,7793,280 C (W 114) coupÃ©,18 000 â‚¬,71600,Oldtimer Galerie Toffen,TOFFEN,OR+
1968,7794,220 (W 115) berline,5 000 â‚¬,16800,Me Arnaud-Lacroz,UZERCHE,OR
1973,7795,230.4 (W 115) berline,5 500 â‚¬,48800,BrivenchÃ¨res (Me Gillardeau),UZERCHE,OR+
1973,7795,230.4 (W 115) berline,5 500 â‚¬,72000,Claude Aguttes,PARIS,TR
1973,7796,230.6 (W 114) berline,6 000 â‚¬,172220,Brooklands Auctions,BROOKLANDS,OR+
1973,7796,230.6 (W 114) berline,6 000 â‚¬,123600,Oldtimer Galerie Toffen,TOFFEN,OR+
1969,7797,230 (W 114) limousine longue,7 000 â‚¬,73160,CÃ´te EnchÃ¨res Atlantique / M. Pagneux,CAEN,OR
1968,7798,250 (W 114) berline,6 500 â‚¬,23200,Bonhams,LONDRES,OR
1968,7798,250 (W 114) berline,6 500 â‚¬,21600,Collin du Bocage,WATTRIPONT,OR-
1968,7798,250 (W 114) berline,6 500 â‚¬,20000,SVV,NOGENT LE ROTROU,OR
1976,7801,280 E (W 123) berline,4 600 â‚¬,880000,Classic Cars Auktion,LADENBURG,EX
1976,7801,280 E (W 123) berline,4 600 â‚¬,109600,H & H Classic Auctions,BUXTON,OR
1976,7801,280 E (W 123) berline,4 600 â‚¬,69000,Me Arnaud-Lacroz,UZERCHE,OR+
1976,7801,280 E (W 123) berline,4 600 â‚¬,13000,Oldtimer Galerie Toffen,TOFFEN,OR-
1976,7801,280 E (W 123) berline,4 600 â‚¬,10000,SVV,CADAUJAC,OR-
1976,7801,280 E (W 123) berline,4 600 â‚¬,19840,SVV,VANNES,OR-
1976,7801,280 E (W 123) berline,4 600 â‚¬,32200,Toutain-Vente,SAINT-JAMES,OR+
1977,7802,280 CE (W 123) coupÃ©,7 500 â‚¬,90400,Alcopa auction,FLÃ‰VILLE DEVANT NANCY,OR
1977,7802,280 CE (W 123) coupÃ©,7 500 â‚¬,96000,Besch,CHASSIEU,OR+
1977,7802,280 CE (W 123) coupÃ©,7 500 â‚¬,70800,Bonhams,HARROGATE,OR+
1977,7802,280 CE (W 123) coupÃ©,7 500 â‚¬,84000,Brooklands Auctions,BROOKLANDS,OR+
1977,7802,280 CE (W 123) coupÃ©,7 500 â‚¬,334880,Brooklands Auctions,BROOKLANDS,REST
1977,7802,280 CE (W 123) coupÃ©,7 500 â‚¬,334200,Crait-Muller,JOUY-SUR-MORIN,OR
1977,7802,280 CE (W 123) coupÃ©,7 500 â‚¬,13600,H & H Classic Auctions,HARROGATE,OR
1977,7802,280 CE (W 123) coupÃ©,7 500 â‚¬,39400,H & H Classic Auctions,ONLINE,OR
1977,7802,280 CE (W 123) coupÃ©,7 500 â‚¬,46000,Me Arnaud-Lacroz,UZERCHE,OR
1977,7802,280 CE (W 123) coupÃ©,7 500 â‚¬,66000,Me Herbelin / M. Souchaud,CHINON,OR+
1977,7802,280 CE (W 123) coupÃ©,7 500 â‚¬,60000,Me Miserey / M. Saint-Gal,PUYMIROL,OR
1977,7802,280 CE (W 123) coupÃ©,7 500 â‚¬,28000,SVV,NOGENT-LE-ROTROU,OR
1977,7802,280 CE (W 123) coupÃ©,7 500 â‚¬,112500,SVV,SAINTE-SOLANGE,OR
1966,7803,250 SE (W 108) berline,10 000 â‚¬,44000,Artcurial,PONT L'EVÃŠQUE,OR
1966,7803,250 SE (W 108) berline,10 000 â‚¬,116600,Bonhams,BEAULIEU,REST
1966,7803,250 SE (W 108) berline,10 000 â‚¬,60000,Brioult EnchÃ¨res / M. Pagneux,RICHELIEU,OR-
1966,7803,250 SE (W 108) berline,10 000 â‚¬,156000,Briscadieu,BORDEAUX,REST
1966,7803,250 SE (W 108) berline,10 000 â‚¬,376000,Marie Line Balsan,CAEN,OR+
1970,7804,280 SE L 4.5 berline USA,20 500 â‚¬,690000,Bonhams,STUTTGART,OR+
1937,8517,320 (W 142) Cabriolet B 4 places,230 000 â‚¬,2000000,Artcurial,PARIS,REST
1937,8517,320 (W 142) Cabriolet B 4 places,230 000 â‚¬,6277600,Bonhams,CARMEL,REST
1937,8517,320 (W 142) Cabriolet B 4 places,230 000 â‚¬,7344000,Bonhams,PARIS,REST
1937,8517,320 (W 142) Cabriolet B 4 places,230 000 â‚¬,4645000,RM Sotheby's,PARIS,REST
1968,8518,200 (W 115) berline,5 000 â‚¬,84200,Alcopa auction,LA MÃ‰ZIÃˆRE,OR
1968,8518,200 (W 115) berline,5 000 â‚¬,7200,HdV,CHAVEIGNES,OR-/TR
1977,8551,230 C (W 123) coupÃ© 4 cylindres,5 200 â‚¬,41300,CÃ´te EnchÃ¨res Atlantique / M. Pagneux,CAEN,OR
1977,8551,230 C (W 123) coupÃ© 4 cylindres,5 200 â‚¬,26000,Five Auction Tours,ESVRES SUR INDRE,OR
1977,8551,230 C (W 123) coupÃ© 4 cylindres,5 200 â‚¬,35000,J.P. Osenat,TOURS,OR
1977,8551,230 C (W 123) coupÃ© 4 cylindres,5 200 â‚¬,48000,SVV,CHINON,OR
1977,8551,230 C (W 123) coupÃ© 4 cylindres,5 200 â‚¬,10000,SVV,REIMS,OR-/TR
1980,8552,230 CE (W 123) coupÃ© 4 cylindres,6 500 â‚¬,286000,Artcurial,RUEIL-MALMAISON,OR+
1980,8552,230 CE (W 123) coupÃ© 4 cylindres,6 500 â‚¬,32400,Barons Auctions,SANDOWN PARK,OR
1980,8552,230 CE (W 123) coupÃ© 4 cylindres,6 500 â‚¬,396800,Barons Auctions,SANDOWN PARK,OR+
1980,8552,230 CE (W 123) coupÃ© 4 cylindres,6 500 â‚¬,27220,Bonhams,LONDRES,OR
1980,8552,230 CE (W 123) coupÃ© 4 cylindres,6 500 â‚¬,144000,Bonhams,LONDRES,OR+
1980,8552,230 CE (W 123) coupÃ© 4 cylindres,6 500 â‚¬,143000,Brightwells,LEOMINSTER,OR+
1980,8552,230 CE (W 123) coupÃ© 4 cylindres,6 500 â‚¬,106000,Classic Cars Auktion,LADENBURG,OR+
1980,8552,230 CE (W 123) coupÃ© 4 cylindres,6 500 â‚¬,111000,Coys Auction,ASCOTT,OR+
1980,8552,230 CE (W 123) coupÃ© 4 cylindres,6 500 â‚¬,72000,FEE MachoÃ¯r,ALBI,OR+
1980,8552,230 CE (W 123) coupÃ© 4 cylindres,6 500 â‚¬,46600,H & H Classic Auctions,BUXTON,OR
1980,8552,230 CE (W 123) coupÃ© 4 cylindres,6 500 â‚¬,20000,SdV,RICHELIEU,OR
1980,8615,380 SL (R 107) cabriolet hard-top,42 000 â‚¬,871200,Bonhams,AMELIA ISLAND,OR+
1980,8615,380 SL (R 107) cabriolet hard-top,42 000 â‚¬,571800,Bonhams,BEAULIEU,OR+
1980,8615,380 SL (R 107) cabriolet hard-top,42 000 â‚¬,590000,Bonhams,CARMEL,OR+
1980,8615,380 SL (R 107) cabriolet hard-top,42 000 â‚¬,231200,Bonhams,LONDRES,OR
1980,8615,380 SL (R 107) cabriolet hard-top,42 000 â‚¬,479200,Brightwells,LEOMINSTER,OR+
1980,8615,380 SL (R 107) cabriolet hard-top,42 000 â‚¬,338400,Brooklands Auctions,ASCOTT,REST
1980,8615,380 SL (R 107) cabriolet hard-top,42 000 â‚¬,1200000,Brooklands Auctions,BROOKLANDS,OR+
1980,8615,380 SL (R 107) cabriolet hard-top,42 000 â‚¬,300000,CarrÃ¨re & Laborie,PAU,OR
1980,8615,380 SL (R 107) cabriolet hard-top,42 000 â‚¬,429000,Gooding & Co,AMELIA ISLAND,OR+
1980,8615,380 SL (R 107) cabriolet hard-top,42 000 â‚¬,492000,J.P. Osenat,FONTAINEBLEAU,OR+
1980,8615,380 SL (R 107) cabriolet hard-top,42 000 â‚¬,387400,Oldtimer Galerie Toffen,TOFFEN,OR+
1980,8615,380 SL (R 107) cabriolet hard-top,42 000 â‚¬,51200,RM Sotheby's,AUBURN,OR
1980,8615,380 SL (R 107) cabriolet hard-top,42 000 â‚¬,445440,William Le Calvez,AUVERS-SUR-OISE,OR+
1985,8616,300 SL (R 107) cabriolet hard-top,40 000 â‚¬,596000,Artcurial,LE MANS,OR+
1985,8616,300 SL (R 107) cabriolet hard-top,40 000 â‚¬,1049000,Artcurial,RUEIL-MALMAISON,OR+
1985,8616,300 SL (R 107) cabriolet hard-top,40 000 â‚¬,1080000,Bonhams,BEAULIEU,OR+
1985,8616,300 SL (R 107) cabriolet hard-top,40 000 â‚¬,874000,Bonhams,PADOUE,OR+
1985,8616,300 SL (R 107) cabriolet hard-top,40 000 â‚¬,420800,Brooklands Auctions,ASCOTT,OR+
1985,8616,300 SL (R 107) cabriolet hard-top,40 000 â‚¬,1190200,Brooklands Auctions,BROOKLANDS,OR+
1985,8616,300 SL (R 107) cabriolet hard-top,40 000 â‚¬,373800,H & H Classic Auctions,DUXFORD,OR+
1985,8616,300 SL (R 107) cabriolet hard-top,40 000 â‚¬,960000,H & H Classic Auctions,DUXFORD,REST
1985,8616,300 SL (R 107) cabriolet hard-top,40 000 â‚¬,434800,HervÃ© Legroux,RODEZ,OR
1985,8616,300 SL (R 107) cabriolet hard-top,40 000 â‚¬,1008000,RM Sotheby's,MILAN,OR+
1985,8616,300 SL (R 107) cabriolet hard-top,40 000 â‚¬,656600,Silverstone Auctions,BIRMINGHAM,OR+
1985,8616,300 SL (R 107) cabriolet hard-top,40 000 â‚¬,1842540,Silverstone Auctions,LONDRES,OR+
1980,8617,380 SLC coupÃ©,23 000 â‚¬,195000,Bonhams,BEAULIEU,OR+
1980,8617,380 SLC coupÃ©,23 000 â‚¬,300000,Bonhams,LONDRES,OR+
1980,8617,380 SLC coupÃ©,23 000 â‚¬,43000,Oldtimer Galerie Toffen,TOFFEN,OR
1985,9271,420 SL (R 107) cabriolet hard-top,44 000 â‚¬,195000,Barons Auctions,SANDOWN PARK,REST
1985,9271,420 SL (R 107) cabriolet hard-top,44 000 â‚¬,277600,BCA,BROOKLANDS,OR+
1985,9271,420 SL (R 107) cabriolet hard-top,44 000 â‚¬,459500,Bonhams,LONDRES,OR+
1985,9271,420 SL (R 107) cabriolet hard-top,44 000 â‚¬,270000,Brightwells,LEOMINSTER,OR+
1985,9271,420 SL (R 107) cabriolet hard-top,44 000 â‚¬,1158400,Brooklands Auctions,BROOKLANDS,OR+
1985,9271,420 SL (R 107) cabriolet hard-top,44 000 â‚¬,210000,H & H Classic Auctions,BUXTON,OR+
1985,9271,420 SL (R 107) cabriolet hard-top,44 000 â‚¬,223600,H & H Classic Auctions,KEMPTON PARK,OR+
1985,9271,420 SL (R 107) cabriolet hard-top,44 000 â‚¬,792760,Oldtimer Galerie Toffen,TOFFEN,OR
1985,9272,560 SL (R 107) cabriolet hard-top USA,52 000 â‚¬,394200,Aguttes,LYON,OR+
1985,9272,560 SL (R 107) cabriolet hard-top USA,52 000 â‚¬,1764000,Bonhams,AMELIA ISLAND,OR+
1985,9272,560 SL (R 107) cabriolet hard-top USA,52 000 â‚¬,770200,Bonhams,QUAIL LODGE,OR+
1985,9272,560 SL (R 107) cabriolet hard-top USA,52 000 â‚¬,353600,Bonhams,SCOTTSDALE,REST
1985,9272,560 SL (R 107) cabriolet hard-top USA,52 000 â‚¬,878200,Gooding & Co,AMELIA ISLAND,OR+
1985,9272,560 SL (R 107) cabriolet hard-top USA,52 000 â‚¬,660000,Gooding & Co,SCOTTSDALE,OR+
1985,9272,560 SL (R 107) cabriolet hard-top USA,52 000 â‚¬,3206000,RM Sotheby's,AMELIA ISLAND,OR+
1985,9272,560 SL (R 107) cabriolet hard-top USA,52 000 â‚¬,765200,RM Sotheby's,AUBURN,OR+
1985,9272,560 SL (R 107) cabriolet hard-top USA,52 000 â‚¬,1150000,RM Sotheby's,ESSEN,OR+/TR
1985,9272,560 SL (R 107) cabriolet hard-top USA,52 000 â‚¬,1527200,RM Sotheby's,FORT LAUDERDALE,OR+
1985,9272,560 SL (R 107) cabriolet hard-top USA,52 000 â‚¬,303600,RM Sotheby's,HERSHEY,OR+
1968,9273,200 D (W 115) berline diesel,4 000 â‚¬,68600,Brooklands Auctions,BROOKLANDS,OR/TR
1968,9274,220 D (W 115) berline,4 000 â‚¬,11000,HdV,MOULINEAUX,OR-
1968,9274,220 D (W 115) berline,4 000 â‚¬,12000,SVV,MARMANDE,OR
1968,9274,220 D (W 115) berline,4 000 â‚¬,15200,Toutain-Vente,SAINT-JAMES,OR
1968,9274,220 D (W 115) berline,4 000 â‚¬,57200,Toutain-Vente,SAINT-JAMES,OR-
1974,9276,240 D (W 115) berline,4 200 â‚¬,14000,Montargis EnchÃ¨res,GUILLY,OR+
1968,9278,230 (W 114) berline 6 cylindres,6 000 â‚¬,80000,Dorotheum,SALZBOURG,OR+
1977,9280,300 CD (W 123) coupÃ© diesel USA,7 000 â‚¬,135200,Barons Auctions,SANDOWN PARK,OR+
1977,9280,300 CD (W 123) coupÃ© diesel USA,7 000 â‚¬,69000,Bonhams,MONACO,REST
1977,9280,300 CD (W 123) coupÃ© diesel USA,7 000 â‚¬,114000,Coys Auction,WOODSTOCK,OR+
1977,9280,300 CD (W 123) coupÃ© diesel USA,7 000 â‚¬,72000,H & H Classic Auctions,BUXTON,OR
1977,9280,300 CD (W 123) coupÃ© diesel USA,7 000 â‚¬,75000,H & H Classic Auctions,BUXTON,OR+
1977,9280,300 CD (W 123) coupÃ© diesel USA,7 000 â‚¬,13000,J.P. Osenat,LE GROS THEIL,SEP
1977,9280,300 CD (W 123) coupÃ© diesel USA,7 000 â‚¬,72000,Me Arnaud-Lacroz,UZERCHE,OR+
1977,9280,300 CD (W 123) coupÃ© diesel USA,7 000 â‚¬,346180,Oldtimer Galerie Toffen,TOFFEN,OR+
1977,9280,300 CD (W 123) coupÃ© diesel USA,7 000 â‚¬,140000,SCP,LE PLESSIS-BOUCHARD,OR
1977,9280,300 CD (W 123) coupÃ© diesel USA,7 000 â‚¬,30000,SCP,SAINT-LOUBÃˆS,OR
1977,9280,300 CD (W 123) coupÃ© diesel USA,7 000 â‚¬,120000,SdV,RICHELIEU,OR
1977,9280,300 CD (W 123) coupÃ© diesel USA,7 000 â‚¬,13000,Toutain-Vente,SAINT-JAMES,OR-
1978,9281,300 SD (W 116) berline diesel USA,5 500 â‚¬,74000,Artcurial,LE MANS,OR+
1978,9281,300 SD (W 116) berline diesel USA,5 500 â‚¬,12200,Barons Auctions,SANDOWN PARK,OR+
1978,9281,300 SD (W 116) berline diesel USA,5 500 â‚¬,153000,H & H Classic Auctions,BUXTON,OR+
1978,9281,300 SD (W 116) berline diesel USA,5 500 â‚¬,57500,Toutain-Vente,SAINT-JAMES,OR
