auction_brand,auction_location,auction_model,auction_organizor,auction_price,auction_restauration_code,auction_sales_code,model,quote_id,year
,,,,,,,V6 Turbo Le Mans,193,1990
ALPINE,Cheverny,A 310-1600 VE,SVV Rouillac,9 500 €,OR,V,V6 Turbo Le Mans,193,1990
,,,,,,,V6 Turbo Le Mans,192,1990
ALPINE,Paris,A 110-1800 Gr 4 berlinette usine ex-J-L Thérier,Artcurial,396 520 €,REST,V,V6 Turbo Le Mans,192,1990
ALPINE,Paris,A 110-1600 VH berlinette 1600 SX,Artcurial,172 840 €,REST,V,V6 Turbo Le Mans,192,1990
,,,,,,,V6 Turbo Le Mans,8501,1990
ALPINE,Paris,A 110-1600 VD berlinette 1600 SC ,Artcurial,133 500 €,OR,V,V6 Turbo Le Mans,8501,1990
ALPINE,Paris,A 110-1600 VD berlinette 1600 SC ,Artcurial,113 240 €,REST,V,V6 Turbo Le Mans,8501,1990
ALPINE,Lyon,A 110 berlinette 1600 SC,Claude Aguttes,108 120 €,REST+,V,V6 Turbo Le Mans,8501,1990
ALPINE,Lyon (Epoqu'auto),A 110-1600 VD berlinette 1600 SC,Jean-Pierre Osenat,80 400 €,OR+,V,V6 Turbo Le Mans,8501,1990
ALPINE,Paris,A 110 1600 SC berlinette ex-Salon Paris,Artcurial Motorcars,128 740 €,REST+/EX,V,V6 Turbo Le Mans,8501,1990
ALPINE,Padoue,A 110-1600 berlinette,Coys (Europe),40 000 €,REST-,V,V6 Turbo Le Mans,8501,1990
ALPINE,Paris,A 110-1600 VD prép. 1860 Mignotet Gr. V (20002),Artcurial,112 000 €,REST+/TR,V,V6 Turbo Le Mans,8501,1990
,,,,,,,V6 Turbo Le Mans,191,1990
ALPINE,Paris,A 110 berlinette 1600 S Gr. 4 ex-Agostini,Artcurial,174 000 €,REST,V,V6 Turbo Le Mans,191,1990
ALPINE,Paris,A 110 1800 B team Vialle Autogas,RM Sotheby's,149 500 €,REST,V,V6 Turbo Le Mans,191,1990
ALPINE,Paris,A 110 berlinette 1600 S,RM Sotheby's,138 000 €,REST,V,V6 Turbo Le Mans,191,1990
ALPINE,Lyon,A 110 berlinette 1600 S 122 ch,Aguttes,87 060 €,REST,V,V6 Turbo Le Mans,191,1990
ALPINE,Lyon,A 110 berlinette 1600 S,Claude Aguttes,115 320 €,OR+,V,V6 Turbo Le Mans,191,1990
ALPINE,Paris,"A 110 berlinette 1860 Groupe 4, ex-B. Wollek",Artcurial Motorcars,298 000 €,REST,V,V6 Turbo Le Mans,191,1990
ALPINE,Milan,A 110 berlinette 1600 S,RM Sotheby's,112 000 €,REST,V,V6 Turbo Le Mans,191,1990
ALPINE,Fayence,A 110-1600 VB berlinette 1600 S,Jean-Pierre Osenat,32 500 €,EP,V,V6 Turbo Le Mans,191,1990
ALPINE,Fayence,A 110-1600 S berlinette compétition client,Jean-Pierre Osenat,31 250 €,EP,V,V6 Turbo Le Mans,191,1990
ALPINE,Le Mans,A 110 1600 S berlinette,Artcurial Motorcars,95 360 €,REST,V,V6 Turbo Le Mans,191,1990
ALPINE,Monaco,A 110 1600 S berlinette,Bonhams,86 250 €,REST,V,V6 Turbo Le Mans,191,1990
ALPINE,Paris,A 110 1600 S berlinette Groupe IV,Artcurial Motorcars,116 816 €,OR+,V,V6 Turbo Le Mans,191,1990
ALPINE,Paris,A 110 1600 S berlinette,Bonhams,94 300 €,OR+,V,V6 Turbo Le Mans,191,1990
ALPINE,Paris,A 110 1600 S berlinette,RM Auctions,128 800 €,REST,V,V6 Turbo Le Mans,191,1990
ALPINE,Le Mans,A 110-1600 berlinette Groupe IV,Artcurial Motorcars,107 280 €,REST,V,V6 Turbo Le Mans,191,1990
ALPINE,Le Mans,A 110-1600 SC berlinette,Artcurial Motorcars,77 480 €,OR+,V,V6 Turbo Le Mans,191,1990
,,,,,,,,,
,,,,,,,A 610 Turbo,,1992
,,,,,,,A 610 Turbo Magny-Cours,91,1993
ALFA ROMEO,Cernobbio,6 C 2500 Super Sport coupé Touring,RM Sotheby's,610 000 €,REST,V,A 610 Turbo Magny-Cours,91,1993
ALFA ROMEO,Quail Lodge,6 C 2500 Competizione ex-Mille Miglia / Dovaz,Bonhams,3 030 440 €,REST/EX,V,A 610 Turbo Magny-Cours,91,1993
ALFA ROMEO,Milan,6 C 2500 Sport Aerlux Touring,RM Sotheby's,229 600 €,OR+,V,A 610 Turbo Magny-Cours,91,1993
ALFA ROMEO,Pebble Beach,6 C 2500 SS coupé Touring,Gooding & Co,404 250 €,REST,V,A 610 Turbo Magny-Cours,91,1993
ALFA ROMEO,Paris,6 C 2500 Super Sport coupé Touring toit ouvrant,RM Auctions/Sotheby's,358 400 €,REST+,V,A 610 Turbo Magny-Cours,91,1993
ALFA ROMEO,Phoenix (Arizona),6 C 2500 Super Sport coupé Touring,RM Auctions,240 130 €,OR,V,A 610 Turbo Magny-Cours,91,1993
ALFA ROMEO,Pebble Beach,6 C 2500 Competizione berlinette,Gooding & Co.,3 630 000 €,EX,V,A 610 Turbo Magny-Cours,91,1993
ALFA ROMEO,Zurich,6 C 2500 Super Sport coupé usine,Oldtimer Galerie Toffen,294 909 €,REST/EX,V,A 610 Turbo Magny-Cours,91,1993
ALFA ROMEO,AmeliA IslAnd,6 C 2500 Ss Berlinetta Aerodinamica,Gooding & Co,491 440 €,REST,V,A 610 Turbo Magny-Cours,91,1993
ALFA ROMEO,Monaco (Coys),"6 C 2500 SS coupé Touring Aerlux, palmarès (915563",Coys,325 000 €,EX,V,A 610 Turbo Magny-Cours,91,1993
ALFA ROMEO,Monaco (Bonhams),6 C 2500 SS coupé Touring (915810),Bonhams,100 000 €,RAR,V,A 610 Turbo Magny-Cours,91,1993
,,,,,,,A 610 Turbo Magny-Cours,8244,1993
TRIUMPH,Beltring,Herald 1200 coach RHD,Lambert & Foster,380 €,OR,V,A 610 Turbo Magny-Cours,8244,1993
,,,,,,,A 610 Turbo Magny-Cours,6750,1993
TRIUMPH,Nice,Herald 950 coach,Stanislas Machoïr,6 480 €,OR,V,A 610 Turbo Magny-Cours,6750,1993
,,,,,,,A 610 Turbo Magny-Cours,6749,1993
TRIUMPH,Brooklands,TR 6 (CC/CF) cabriolet USA (carburateurs),Historics at Brooklands,12 240 €,REST,V,A 610 Turbo Magny-Cours,6749,1993
TRIUMPH,Brooklands,"TR 6 (CC/CF) cabriolet USA (carbus, convertie en RHD)",Historics at Brooklands,15 290 €,REST,V,A 610 Turbo Magny-Cours,6749,1993
TRIUMPH,Ascott,TR 6 (CC/CF) cabriolet USA (carburs) converti en RHD,Historics at Brooklands,27 980 €,REST,V,A 610 Turbo Magny-Cours,6749,1993
TRIUMPH,Los Angeles,TR 6 (CF) cabriolet USA,RM Sotheby's,36 150 €,OR+,V,A 610 Turbo Magny-Cours,6749,1993
TRIUMPH,Lyon,"TR 6 (CF) cabriolet USA, carbus SU",Osenat,31 800 €,REST,V,A 610 Turbo Magny-Cours,6749,1993
TRIUMPH,Paris,TR 6 (CF) cabriolet USA,Artcurial Motorcars,18 560 €,OR+,V,A 610 Turbo Magny-Cours,6749,1993
TRIUMPH,Paris,TR 6 cabriolet USA,Leclère MDV,19 800 €,OR,V,A 610 Turbo Magny-Cours,6749,1993
TRIUMPH,Auburn,TR 6 (CF) cabriolet USA,RM Sotheby's,9 470 €,OR+,V,A 610 Turbo Magny-Cours,6749,1993
TRIUMPH,Caen,"TR 6 cabriolet USA, roues fil, hard-top",Me Guéry / D. Pagneux,24 080 €,REST,V,A 610 Turbo Magny-Cours,6749,1993
TRIUMPH,Fontainebleau,TR 6 (CF) cabriolet USA,Osenat,24 000 €,REST,V,A 610 Turbo Magny-Cours,6749,1993
TRIUMPH,Fontainebleau,TR 6 (CC/CF) cabriolet USA (carburateurs),Osenat,21 600 €,REST,V,A 610 Turbo Magny-Cours,6749,1993
TRIUMPH,La Mézière,TR 6 (CC) cabriolet USA,Alcopa Auction,17 460 €,REST,V,A 610 Turbo Magny-Cours,6749,1993
TRIUMPH,Blenheim Palace,TR 6 cabriolet 3 carbus Weber,Silverstone Auctions,29 490 €,REST,V,A 610 Turbo Magny-Cours,6749,1993
TRIUMPH,Ascot,TR 6 cabriolet USA conv. RHD,Historics at Brooklands,27 340 €,REST,V,A 610 Turbo Magny-Cours,6749,1993
TRIUMPH,Amelia Island,TR 6 (CF) cabriolet USA,RM Sotheby's,20 630 €,OR+,V,A 610 Turbo Magny-Cours,6749,1993
TRIUMPH,Brooklands,TR 6 cabriolet USA,Historics at Brooklands,13 953 €,REST,V,A 610 Turbo Magny-Cours,6749,1993
,,,,,,,A 610 Turbo Magny-Cours,6748,1993
TRIUMPH,Leominster,TR 6 Pi (CR) cabriolet injection 124 ch RHD,Brightwells,19 540 €,REST,V,A 610 Turbo Magny-Cours,6748,1993
TRIUMPH,Milan,"TR 6 Pi (CR) cabriolet, roues fil",RM Sotheby's,29 120 €,REST,V,A 610 Turbo Magny-Cours,6748,1993
TRIUMPH,Brooklands,TR 6 Pi cabriolet,Historics at Brooklands,28 311 €,REST,V,A 610 Turbo Magny-Cours,6748,1993
TRIUMPH,Beaulieu,"TR 6 (CF) cabriolet conv. RHD, roues fil",Bonhams,22 551 €,REST+/TR,V,A 610 Turbo Magny-Cours,6748,1993
TRIUMPH,Bruxelles,TR 6 (CC) cabriolet LHD,Pierre Bergé & Associés,10 800 €,REST,V,A 610 Turbo Magny-Cours,6748,1993
TRIUMPH,Toffen,TR 6 PI cabriolet injection LHD,Oldtimer Galerie Toffen,11 500 €,OR,V,A 610 Turbo Magny-Cours,6748,1993
TRIUMPH,Londres,TR 6 injection RHD overdrive,Bonhams,9 871 €,OR,V,A 610 Turbo Magny-Cours,6748,1993
TRIUMPH,Monaco,TR 6 Pi (CR) cabriolet injection 124 ch,Bonhams,6 500 €,OR+,V,A 610 Turbo Magny-Cours,6748,1993
TRIUMPH,Leominster,TR 6 Pi (CR) cabriolet RHD,Brightwells,6 820 €,REST,V,A 610 Turbo Magny-Cours,6748,1993
TRIUMPH,Goodwood,TR 6 Pi (CR) cabriolet RHD,Bonhams,8 800 €,REST,V,A 610 Turbo Magny-Cours,6748,1993
TRIUMPH,Harrogate,"TR 6 Pi (CR) cabriolet RHD, roues fil",H & H Classic Auctions,10 800 €,REST,V,A 610 Turbo Magny-Cours,6748,1993
TRIUMPH,Buxton,TR 6 Pi (CR) cabriolet RHD,H & H Classic Auctions,21 000 €,REST+,V,A 610 Turbo Magny-Cours,6748,1993
TRIUMPH,Bridgwater,TR 6 Pi (CR) cabriolet RHD,BCA Classic & Historic,6 600 €,OR+,V,A 610 Turbo Magny-Cours,6748,1993
TRIUMPH,Leominster,TR 6 Pi (CR) cabriolet RHD préparé,Brightwells,12 450 €,REST/TR,V,A 610 Turbo Magny-Cours,6748,1993
TRIUMPH,Leominster,TR 6 Pi (CR) cabriolet RHD,Brightwells,5 250 €,OR,V,A 610 Turbo Magny-Cours,6748,1993
TRIUMPH,Buxton,TR 6 Pi (CR) cabriolet RHD,H & H Classic Auctions,7 500 €,OR,V,A 610 Turbo Magny-Cours,6748,1993
,,,,,,,A 610 Turbo Magny-Cours,6747,1993
TRIUMPH,Fontainebleau,"TR 6 Pi (CP) cabriolet, 2 carbus Zenith",Jean-Pierre Osenat,24 000 €,REST,V,A 610 Turbo Magny-Cours,6747,1993
TRIUMPH,Londres,"TR 6 Pi (CP) cabriolet hard-top RHD, 3 carbus",Bonhams,10 840 €,OR/TR,V,A 610 Turbo Magny-Cours,6747,1993
TRIUMPH,Turin,TR 6 Pi (CP) cabriolet,Aste Bolaffi,24 730 €,REST,V,A 610 Turbo Magny-Cours,6747,1993
TRIUMPH,Goodwood,"TR 6 Pi (CP) cabriolet RHD, roues fil",Bonhams,12 990 €,REST,V,A 610 Turbo Magny-Cours,6747,1993
TRIUMPH,Toffen,TR 6 Pi cabriolet,Oldtimer Galerie Toffen,26 210 €,OR+,V,A 610 Turbo Magny-Cours,6747,1993
TRIUMPH,Ascot,TR 6 Pi (CP) cabriolet,Historics at Brooklands,19 530 €,REST,V,A 610 Turbo Magny-Cours,6747,1993
TRIUMPH,Brooklands,"TR 6 cabriolet RHD, hard-top",Historics at Brooklands,42 146 €,REST,V,A 610 Turbo Magny-Cours,6747,1993
TRIUMPH,Brooklands,TR 6 Pi (CP) cabriolet injection 150 ch RHD,Historics at Brooklands,12 531 €,REST,V,A 610 Turbo Magny-Cours,6747,1993
TRIUMPH,Paris,"TR 6 (CC) cabriolet LHD USA, 3 Weber",Artcurial Motorcars,12 033 €,REST/TR,V,A 610 Turbo Magny-Cours,6747,1993
TRIUMPH,Monaco,TR 6 (CR) cabriolet LHD,Bonhams,18 400 €,REST,V,A 610 Turbo Magny-Cours,6747,1993
TRIUMPH,Beaulieu,TR 6 Pi (CP) cabriolet injection 150 ch,Bonhams,3 160 €,OR-,V,A 610 Turbo Magny-Cours,6747,1993
TRIUMPH,Paris,TR 6 Pi (CP) cabriolet injection 150 ch,Artcurial,8 000 €,REST,V,A 610 Turbo Magny-Cours,6747,1993
TRIUMPH,Harrogate,"TR 6 Pi (CP) cabriolet RHD, roues fil",H & H Classic Auctions,12 490 €,REST,V,A 610 Turbo Magny-Cours,6747,1993
TRIUMPH,Fontainebleau,TR 6 Pi (CP) cabriolet LHD,Jean-Pierre Osenat,9 000 €,REST,V,A 610 Turbo Magny-Cours,6747,1993
TRIUMPH,Fontainebleau,TR 6 Pi (CP) cabriolet LHD,Jean-Pierre Osenat,7 500 €,OR,V,A 610 Turbo Magny-Cours,6747,1993
TRIUMPH,Harrogate,TR 6 Pi (CP) cabriolet RHD + hard-top,Bonhams,9 000 €,OR,V,A 610 Turbo Magny-Cours,6747,1993
,,,,,,,A 610 Turbo Magny-Cours,6746,1993
TRIUMPH,Brooklands,TR 250 (CD) cabriolet USA,Historics at Brooklands,29 620 €,REST,V,A 610 Turbo Magny-Cours,6746,1993
TRIUMPH,Avignon,"TR 250 (CD) cabriolet ""USA"" carbu.",Besch Cannes Auction,22 800 €,REST,V,A 610 Turbo Magny-Cours,6746,1993
TRIUMPH,Chinon,TR 250 (CD) cabriolet,SVV Herbelin,25 000 €,REST+,V,A 610 Turbo Magny-Cours,6746,1993
TRIUMPH,Angoulême,"TR 250 cabriolet ""USA""",SVV Juge & Gérard-Tasset,17 000 €,OR,V,A 610 Turbo Magny-Cours,6746,1993
,,,,,,,A 610 Turbo Magny-Cours,6745,1993
TRIUMPH,Duxford,TR 5 Pi (CP) cabriolet injection RHD,H and H,33 780 €,REST,V,A 610 Turbo Magny-Cours,6745,1993
TRIUMPH,Montreuil sur Mer,"TR 5 Pi cabriolet LHD overdrive, Surrey-top",Henri Anton,43 400 €,OR-,V,A 610 Turbo Magny-Cours,6745,1993
TRIUMPH,Brooklands,"TR 5 Pi cabriolet RHD, Surrey Top",Historics at Brooklands,50 893 €,REST,V,A 610 Turbo Magny-Cours,6745,1993
TRIUMPH,Beaulieu,TR 5 Pi cabriolet RHD,Bonhams,25 190 €,OR-,V,A 610 Turbo Magny-Cours,6745,1993
TRIUMPH,Brooklands,TR 5 PI cabriolet injection,Historics at Brooklands,46 190 €,REST,V,A 610 Turbo Magny-Cours,6745,1993
TRIUMPH,London,TR 5 Pi (CP) cabriolet injection,RM Auction,33 060 €,REST,V,A 610 Turbo Magny-Cours,6745,1993
TRIUMPH,Fontainebleau,TR 5 Pi (CP) cabriolet injection,J.-P. Osenat,21 000 €,REST,V,A 610 Turbo Magny-Cours,6745,1993
TRIUMPH,Sandown Park,TR 6 Pi (CP) cabriolet RHD,Barons,12 310 €,OR+,V,A 610 Turbo Magny-Cours,6745,1993
,,,,,,,A 610 Turbo Magny-Cours,6744,1993
TRIUMPH,Brooklands,TR 4 A IRS (CTC) cabriolet RHD,Historics at Brooklands,25 760 €,REST,V,A 610 Turbo Magny-Cours,6744,1993
TRIUMPH,Les Essarts,"TR 4 A IRS cabriolet, roues fil",HdV de la Seine (Me Chéroyan) / M. Séné,24 300 €,RAR,V,A 610 Turbo Magny-Cours,6744,1993
TRIUMPH,Duxford,TR 4 A IRS (CTC) cabriolet RHD,H and H,19 490 €,REST,V,A 610 Turbo Magny-Cours,6744,1993
TRIUMPH,Le Mans,TR 4 A IRS (CTC) cabriolet,Artcurial,53 640 €,REST+,V,A 610 Turbo Magny-Cours,6744,1993
TRIUMPH,Saint-Priest,"TR 4 A IRS cabriolet LHD, roues fil",Alcopa Auction Lyon,23 870 €,REST,V,A 610 Turbo Magny-Cours,6744,1993
TRIUMPH,Ascot,TR 4 A IRS (CTC) cabriolet Surrey-top,Historics at Brooklands,37 750 €,REST,V,A 610 Turbo Magny-Cours,6744,1993
TRIUMPH,Duxford,TR 4 A IRS (CTC) cabriolet RHD,H & H Classic Auctions,25 790 €,REST,V,A 610 Turbo Magny-Cours,6744,1993
TRIUMPH,Toffen,TR 4 A IRS cabriolet,Oldtimer Galerie Toffen,27 121 €,OR+,V,A 610 Turbo Magny-Cours,6744,1993
TRIUMPH,Toffen,"TR 4 A IRS cabriolet, roues fil",Oldtimer Galerie Toffen,30 576 €,OR+,V,A 610 Turbo Magny-Cours,6744,1993
TRIUMPH,Brooklands,TR 4 A IRS cabriolet ,Historics at Brooklands,39 320 €,REST,V,A 610 Turbo Magny-Cours,6744,1993
TRIUMPH,Beauzelle,TR 4 A IRS cabriolet,Arnauné & Prim,21 920 €,OR,V,A 610 Turbo Magny-Cours,6744,1993
TRIUMPH,Fontainebleau,"TR 4 A IRS cabriolet LHD, roues fil",Jean-Pierre Osenat,29 874 €,REST+,V,A 610 Turbo Magny-Cours,6744,1993
TRIUMPH,Saint-Etienne,"TR 4 A IRS cabriolet LHD, roues fil",SCP Carlier-Imbert,8 233 €,OR,V,A 610 Turbo Magny-Cours,6744,1993
TRIUMPH,Bruxelles,TR 4 A IRS cabriolet LHD,Pierre Bergé & Associés,24 000 €,REST,V,A 610 Turbo Magny-Cours,6744,1993
TRIUMPH,Brooklands,TR 4 A IRS cabriolet RHD,Historics,17 311 €,REST,V,A 610 Turbo Magny-Cours,6744,1993
TRIUMPH,Caen,TR 4 A IRS (CTC) cabriolet,SVV Caen Enchères/D. Pagneux,26 000 €,REST,V,A 610 Turbo Magny-Cours,6744,1993
,,,,,,,A 610 Turbo Magny-Cours,6743,1993
TRIUMPH,Hershey,TR 4 A (CT) cabriolet Surrey-Top,RM Sotheby's,27 520 €,REST,V,A 610 Turbo Magny-Cours,6743,1993
TRIUMPH,Brooklands,TR 4 A (CT) cabriolet USA conv. RHD,Historics at Brooklands,26 570 €,REST,V,A 610 Turbo Magny-Cours,6743,1993
TRIUMPH,Scottsdale,TR 4 A (CT) cabriolet USA,Gooding & Co,30 590 €,REST,V,A 610 Turbo Magny-Cours,6743,1993
TRIUMPH,Fléville devant Nancy,"TR 4 A (CT) cabriolet USA, jantes alu",Alcopa Auction Nancy,28 910 €,REST,V,A 610 Turbo Magny-Cours,6743,1993
TRIUMPH,Brooklands,TR 4 A cabriolet RHD,Historics at Brooklands,28 627 €,REST,V,A 610 Turbo Magny-Cours,6743,1993
TRIUMPH,Scottsdale,TR 4 cabriolet,Bonhams,18 990 €,REST,V,A 610 Turbo Magny-Cours,6743,1993
TRIUMPH,Scottsdale,TR 4 A cabriolet,Bonhams,21 610 €,OR+,V,A 610 Turbo Magny-Cours,6743,1993
TRIUMPH,Beaulieu,TR 4 A cabriolet RHD,Bonhams,23 650 €,REST,V,A 610 Turbo Magny-Cours,6743,1993
TRIUMPH,Sainte-Geneviève,"TR 4 A (CT) cabriolet ex-USA, roues fil",SVV Australe,16 000 €,REST,V,A 610 Turbo Magny-Cours,6743,1993
TRIUMPH,Sainte-Geneviève,"TR 4 A (CT) cabriolet hard-top ex-USA, roues fil",SVV Australe,15 000 €,REST-,V,A 610 Turbo Magny-Cours,6743,1993
TRIUMPH,Sainte-Geneviève,"TR 4 A (CT) cabriolet ""USA""",Australe,10 500 €,REST-,V,A 610 Turbo Magny-Cours,6743,1993
TRIUMPH,Marseille,"TR 4 A (CT) cabriolet ex-USA, imm. belge",Motion / Damien Leclère,15 000 €,REST,V,A 610 Turbo Magny-Cours,6743,1993
TRIUMPH,Paris,TR 4 A (CT) cabriolet ex-USA,"Artcurial Briest, Le Fur, Poulai",22 000 €,REST+,V,A 610 Turbo Magny-Cours,6743,1993
TRIUMPH,Maastricht,"TR 4 A (CT) cabriolet ex-USA, roues fil",Coys Europe,15 000 €,REST,V,A 610 Turbo Magny-Cours,6743,1993
,,,,,,,A 610 Turbo Magny-Cours,6742,1993
TRIUMPH,Les Essarts,"TR 4 cabriolet, roues disque",HdV de la Seine (Me Chéroyan) / M. Séné,11 900 €,RAR,V,A 610 Turbo Magny-Cours,6742,1993
TRIUMPH,Leominster,TR 4 (CT) cabriolet 2138 cm3 RHD Surrey top,Brightwells,17 650 €,REST,V,A 610 Turbo Magny-Cours,6742,1993
TRIUMPH,Duxford,TR 4 (CT) cabriolet 2138 cm3 RHD,H and H,26 630 €,REST,V,A 610 Turbo Magny-Cours,6742,1993
TRIUMPH,Ascott,TR 4 (CT) cabriolet 2138 cm3 RHD,Historics at Brooklands,22 450 €,REST,V,A 610 Turbo Magny-Cours,6742,1993
TRIUMPH,Fontainebleau,"TR 4 cabriolet LHD, roues fil",Jean-Pierre Osenat,28 800 €,REST,V,A 610 Turbo Magny-Cours,6742,1993
TRIUMPH,Ascot,TR 4 (CT) cabriolet,Historics at Brooklands,15 300 €,OR-,V,A 610 Turbo Magny-Cours,6742,1993
TRIUMPH,Fléville devant Nancy,"TR 4 cabriolet ex-USA, roues disque",Alcopa Auction Nancy,26 140 €,REST,V,A 610 Turbo Magny-Cours,6742,1993
TRIUMPH,Milan,"TR 4 cabriolet ex-USA, jantes larges",RM Sotheby's,20 160 €,OR-,V,A 610 Turbo Magny-Cours,6742,1993
TRIUMPH,Beaulieu,TR 4 cabriolet + hardtop préparée rallye,Bonhams,25 980 €,REST/TR,V,A 610 Turbo Magny-Cours,6742,1993
TRIUMPH,Montastruc la Conseillère,TR 4 cabriolet 2138 cm3,Stanislas Machoïr,26 400 €,OR+,V,A 610 Turbo Magny-Cours,6742,1993
TRIUMPH,Spa,TR 4 cabriolet LHD,Bonhams,16 100 €,REST,V,A 610 Turbo Magny-Cours,6742,1993
TRIUMPH,Monaco,TR 4 cabriolet,Pierre Bergé & Associés,31 250 €,REST+,V,A 610 Turbo Magny-Cours,6742,1993
TRIUMPH,Saint-Etienne,TR 4 roadster LHD,SCP Carlier-Imbert,8 005 €,OR-,V,A 610 Turbo Magny-Cours,6742,1993
TRIUMPH,Saint-Etienne,TR 4 roadster LHD,SCP Carlier-Imbert,8 005 €,OR,V,A 610 Turbo Magny-Cours,6742,1993
TRIUMPH,Birmingham,TR 4 cabriolet,Silverstone Auctions,32 820 €,REST,V,A 610 Turbo Magny-Cours,6742,1993
TRIUMPH,Harrogate,TR 4 roadster RHD Surrey Top,Bonhams,10 015 €,REST,V,A 610 Turbo Magny-Cours,6742,1993
,,,,,,,A 610 Turbo Magny-Cours,8243,1993
TRIUMPH,Santa Monica,TR 3 B (TCF) roadster 2138 cm3,RM Sotheby's,21 620 €,REST,V,A 610 Turbo Magny-Cours,8243,1993
TRIUMPH,Cheltenham,TR 3 B (TCF) roadster conversion RHD,H & H Classic Auctions,18 750 €,REST/TR,V,A 610 Turbo Magny-Cours,8243,1993
,,,,,,,A 610 Turbo Magny-Cours,6741,1993
TRIUMPH,Auburn,TR 3 B (TSF) roadster,RM Sotheby's,26 050 €,REST,V,A 610 Turbo Magny-Cours,6741,1993
TRIUMPH,Brooklands,TR 3 B roadster 2 litres,Historics at Brooklands,35 412 €,REST,V,A 610 Turbo Magny-Cours,6741,1993
TRIUMPH,Le Mans,"TR 3 B (TSF) roadster LHD, roues disque",Artcurial,33 358 €,REST,V,A 610 Turbo Magny-Cours,6741,1993
,,,,,,,A 610 Turbo Magny-Cours,8249,1993
TRIUMPH,Paris,"Italia coupé Vignale, base TR 3 B",Artcurial Motorcars,89 400 €,REST+,V,A 610 Turbo Magny-Cours,8249,1993
,,,,,,,A 610 Turbo Magny-Cours,5679,1993
PORSCHE,Cernobbio,"356 Speedster, moteur 1600 C",RM Sotheby's,336 000 €,REST/TR,V,A 610 Turbo Magny-Cours,5679,1993
PORSCHE,Paris,356-1600 Speedster (pré-A),RM Sotheby's,377 520 €,REST+,V,A 610 Turbo Magny-Cours,5679,1993
PORSCHE,Paris,356-1500 S Speedster (pré-A),Bonhams,379 040 €,REST,V,A 610 Turbo Magny-Cours,5679,1993
PORSCHE,Paris,356-1600 Speedster (pré-A),Artcurial Motorcars,393 360 €,REST,V,A 610 Turbo Magny-Cours,5679,1993
PORSCHE,Londres,"356 Speedster RHD, moteur 1600",RM Sotheby's,273 250 €,OR,V,A 610 Turbo Magny-Cours,5679,1993
PORSCHE,Paris,356-1500 Speedster,RM Sotheby's,341 600 €,REST+,V,A 610 Turbo Magny-Cours,5679,1993
PORSCHE,Paris,356 1500 Speedster,RM Auctions,225 000 €,REST,V,A 610 Turbo Magny-Cours,5679,1993
PORSCHE,Monaco,356 1600 Speedster Reutter,RM Auctions,224 000 €,REST,V,A 610 Turbo Magny-Cours,5679,1993
PORSCHE,Cernobbio,356-1500 Speedster (80208),RM Auctions,190 400 €,REST+,V,A 610 Turbo Magny-Cours,5679,1993
PORSCHE,Phoenix,356-1500 Speedster,RM Auctions,128 011 €,REST,V,A 610 Turbo Magny-Cours,5679,1993
PORSCHE,Monaco,356-1500 S Speedster moteur 912 130 ch,Bonhams,130 000 €,REST+/TR,V,A 610 Turbo Magny-Cours,5679,1993
PORSCHE,AmeliA IslAnd,356-1500 S Speedster,Gooding & Co,90 340 €,REST,V,A 610 Turbo Magny-Cours,5679,1993
PORSCHE,Monaco (Coys),356-1500 S Coupé LHD (52202),Coys,47 000 €,REST+,V,A 610 Turbo Magny-Cours,5679,1993
,,,,,,,A 610 Turbo Magny-Cours,2&idCote,1993
PORSCHE,Cernobbio,"356 Speedster, moteur 1600 C",RM Sotheby's,336 000 €,REST/TR,V,A 610 Turbo Magny-Cours,2&idCote,1993
PORSCHE,Paris,356-1600 Speedster (pré-A),RM Sotheby's,377 520 €,REST+,V,A 610 Turbo Magny-Cours,2&idCote,1993
PORSCHE,Paris,356-1500 S Speedster (pré-A),Bonhams,379 040 €,REST,V,A 610 Turbo Magny-Cours,2&idCote,1993
PORSCHE,Paris,356-1600 Speedster (pré-A),Artcurial Motorcars,393 360 €,REST,V,A 610 Turbo Magny-Cours,2&idCote,1993
PORSCHE,Londres,"356 Speedster RHD, moteur 1600",RM Sotheby's,273 250 €,OR,V,A 610 Turbo Magny-Cours,2&idCote,1993
PORSCHE,Paris,356-1500 Speedster,RM Sotheby's,341 600 €,REST+,V,A 610 Turbo Magny-Cours,2&idCote,1993
PORSCHE,Paris,356 1500 Speedster,RM Auctions,225 000 €,REST,V,A 610 Turbo Magny-Cours,2&idCote,1993
PORSCHE,Monaco,356 1600 Speedster Reutter,RM Auctions,224 000 €,REST,V,A 610 Turbo Magny-Cours,2&idCote,1993
PORSCHE,Cernobbio,356-1500 Speedster (80208),RM Auctions,190 400 €,REST+,V,A 610 Turbo Magny-Cours,2&idCote,1993
PORSCHE,Phoenix,356-1500 Speedster,RM Auctions,128 011 €,REST,V,A 610 Turbo Magny-Cours,2&idCote,1993
PORSCHE,Monaco,356-1500 S Speedster moteur 912 130 ch,Bonhams,130 000 €,REST+/TR,V,A 610 Turbo Magny-Cours,2&idCote,1993
PORSCHE,AmeliA IslAnd,356-1500 S Speedster,Gooding & Co,90 340 €,REST,V,A 610 Turbo Magny-Cours,2&idCote,1993
