auction_brand,auction_location,auction_model,auction_organizor,auction_price,auction_restauration_code,auction_sales_code,model,quote_id,year
,,,,,,,1900 cabriolet Stab. Farina,,1950
,,,,,,,1900 Sprint coupé Touring 2e série,188,1954
ALPINE,Quail Lodge,A 110-1300 berlinette FASA,Bonhams,71 250 €,OR+,V,1900 Sprint coupé Touring 2e série,188,1954
ALPINE,Fayence,A 110-1300 VA berlinette 1300 G ,Jean-Pierre Osenat,17 500 €,EP,V,1900 Sprint coupé Touring 2e série,188,1954
ALPINE,Essen,"A 110 berlinette modif. Gr. IV, moteur 1440 (13745",Coys Europe,40 000 €,REST/TR,V,1900 Sprint coupé Touring 2e série,188,1954
,,,,,,,1900 Sprint coupé Touring 2e série,187,1954
ALPINE,Montastruc,"A 110-1300 berlinette FASA, démontée",Stanislas Machoïr,21 600 €,REC/INC,V,1900 Sprint coupé Touring 2e série,187,1954
ALPINE,Fontainebleau,A 110-1300 VC berlinette V 85,Osenat,46 800 €,REST,V,1900 Sprint coupé Touring 2e série,187,1954
ALPINE,Bordeaux,A 110-1300 VC berlinette V 85,Briscadieu/Saint Gal,70 930 €,OR,V,1900 Sprint coupé Touring 2e série,187,1954
ALPINE,Goodwood,A 110 1300 berlinette FASA,Bonhams,46 710 €,REST,V,1900 Sprint coupé Touring 2e série,187,1954
ALPINE,Amelia Island,A 110 1300 berlinette,Gooding & Co.,83 864 €,REST,V,1900 Sprint coupé Touring 2e série,187,1954
ALPINE,Auvers sur Oise,"A 110 berlinette V 85, moteur 1400, ailes larges",SVV Le Calvez & Associés,51 614 €,REST/TR,V,1900 Sprint coupé Touring 2e série,187,1954
ALPINE,Londres,A 110 1300 V85 berlinette,RM Auctions,41 929 €,REST,V,1900 Sprint coupé Touring 2e série,187,1954
ALPINE,Paris,"A 110 berlinette, moteur 2 l Sodemo",Artcurial Motorcars,45 000 €,TR,V,1900 Sprint coupé Touring 2e série,187,1954
ALPINE,Paris,A 110-1300 VC berlinette,Artcurial Motorcars,37 000 €,OR+,V,1900 Sprint coupé Touring 2e série,187,1954
ALPINE,Le Mans,"A 110-1300 VC berlinette ""V 85""",Artcurial Motocars,25 000 €,OR-,V,1900 Sprint coupé Touring 2e série,187,1954
ALPINE,Monaco (Coys),A 110-1300 VC berlinette préparée (13295),Coys Europe,39 000 €,REST/TR,V,1900 Sprint coupé Touring 2e série,187,1954
ALPINE,Lassy,A 110-1300 VC berlinette (13487),"SCP Riquier, Salvi, Gras / M. Me",27 000 €,RET,V,1900 Sprint coupé Touring 2e série,187,1954
ALPINE,Le Plessis Bouchard,A 110-1300 berlinette préparée (12163),"SCP Riquier, Salvi, Gras / M. Me",29 000 €,REST+,V,1900 Sprint coupé Touring 2e série,187,1954
,,,,,,,1900 Sprint coupé Touring 2e série,2&idCote,1954
ALPINE,Montastruc,"A 110-1300 berlinette FASA, démontée",Stanislas Machoïr,21 600 €,REC/INC,V,1900 Sprint coupé Touring 2e série,2&idCote,1954
ALPINE,Fontainebleau,A 110-1300 VC berlinette V 85,Osenat,46 800 €,REST,V,1900 Sprint coupé Touring 2e série,2&idCote,1954
ALPINE,Bordeaux,A 110-1300 VC berlinette V 85,Briscadieu/Saint Gal,70 930 €,OR,V,1900 Sprint coupé Touring 2e série,2&idCote,1954
ALPINE,Goodwood,A 110 1300 berlinette FASA,Bonhams,46 710 €,REST,V,1900 Sprint coupé Touring 2e série,2&idCote,1954
ALPINE,Amelia Island,A 110 1300 berlinette,Gooding & Co.,83 864 €,REST,V,1900 Sprint coupé Touring 2e série,2&idCote,1954
ALPINE,Auvers sur Oise,"A 110 berlinette V 85, moteur 1400, ailes larges",SVV Le Calvez & Associés,51 614 €,REST/TR,V,1900 Sprint coupé Touring 2e série,2&idCote,1954
ALPINE,Londres,A 110 1300 V85 berlinette,RM Auctions,41 929 €,REST,V,1900 Sprint coupé Touring 2e série,2&idCote,1954
ALPINE,Paris,"A 110 berlinette, moteur 2 l Sodemo",Artcurial Motorcars,45 000 €,TR,V,1900 Sprint coupé Touring 2e série,2&idCote,1954
ALPINE,Paris,A 110-1300 VC berlinette,Artcurial Motorcars,37 000 €,OR+,V,1900 Sprint coupé Touring 2e série,2&idCote,1954
ALPINE,Le Mans,"A 110-1300 VC berlinette ""V 85""",Artcurial Motocars,25 000 €,OR-,V,1900 Sprint coupé Touring 2e série,2&idCote,1954
ALPINE,Monaco (Coys),A 110-1300 VC berlinette préparée (13295),Coys Europe,39 000 €,REST/TR,V,1900 Sprint coupé Touring 2e série,2&idCote,1954
ALPINE,Lassy,A 110-1300 VC berlinette (13487),"SCP Riquier, Salvi, Gras / M. Me",27 000 €,RET,V,1900 Sprint coupé Touring 2e série,2&idCote,1954
ALPINE,Le Plessis Bouchard,A 110-1300 berlinette préparée (12163),"SCP Riquier, Salvi, Gras / M. Me",29 000 €,REST+,V,1900 Sprint coupé Touring 2e série,2&idCote,1954
,,,,,,,1900 Sprint coupé Touring 2e série,2&idCote,1954
ALPINE,Montastruc,"A 110-1300 berlinette FASA, démontée",Stanislas Machoïr,21 600 €,REC/INC,V,1900 Sprint coupé Touring 2e série,2&idCote,1954
ALPINE,Fontainebleau,A 110-1300 VC berlinette V 85,Osenat,46 800 €,REST,V,1900 Sprint coupé Touring 2e série,2&idCote,1954
ALPINE,Bordeaux,A 110-1300 VC berlinette V 85,Briscadieu/Saint Gal,70 930 €,OR,V,1900 Sprint coupé Touring 2e série,2&idCote,1954
ALPINE,Goodwood,A 110 1300 berlinette FASA,Bonhams,46 710 €,REST,V,1900 Sprint coupé Touring 2e série,2&idCote,1954
ALPINE,Amelia Island,A 110 1300 berlinette,Gooding & Co.,83 864 €,REST,V,1900 Sprint coupé Touring 2e série,2&idCote,1954
ALPINE,Auvers sur Oise,"A 110 berlinette V 85, moteur 1400, ailes larges",SVV Le Calvez & Associés,51 614 €,REST/TR,V,1900 Sprint coupé Touring 2e série,2&idCote,1954
ALPINE,Londres,A 110 1300 V85 berlinette,RM Auctions,41 929 €,REST,V,1900 Sprint coupé Touring 2e série,2&idCote,1954
ALPINE,Paris,"A 110 berlinette, moteur 2 l Sodemo",Artcurial Motorcars,45 000 €,TR,V,1900 Sprint coupé Touring 2e série,2&idCote,1954
ALPINE,Paris,A 110-1300 VC berlinette,Artcurial Motorcars,37 000 €,OR+,V,1900 Sprint coupé Touring 2e série,2&idCote,1954
ALPINE,Le Mans,"A 110-1300 VC berlinette ""V 85""",Artcurial Motocars,25 000 €,OR-,V,1900 Sprint coupé Touring 2e série,2&idCote,1954
ALPINE,Monaco (Coys),A 110-1300 VC berlinette préparée (13295),Coys Europe,39 000 €,REST/TR,V,1900 Sprint coupé Touring 2e série,2&idCote,1954
ALPINE,Lassy,A 110-1300 VC berlinette (13487),"SCP Riquier, Salvi, Gras / M. Me",27 000 €,RET,V,1900 Sprint coupé Touring 2e série,2&idCote,1954
ALPINE,Le Plessis Bouchard,A 110-1300 berlinette préparée (12163),"SCP Riquier, Salvi, Gras / M. Me",29 000 €,REST+,V,1900 Sprint coupé Touring 2e série,2&idCote,1954
,,,,,,,1900 Sprint coupé Touring 2e série,186,1954
ALPINE,Amelia Island,A 110-1100 VA berlinette V 70,Gooding & Co,67 030 €,REST,V,1900 Sprint coupé Touring 2e série,186,1954
ALPINE,Montastruc,A 110 berlinette V 70,Stanislas Machoïr,54 000 €,REST,V,1900 Sprint coupé Touring 2e série,186,1954
,,,,,,,1900 Sprint coupé Touring 2e série,185,1954
ALPINE,Paris,M 64 berlinette Le Mans ,Artcurial Motorcars,369 520 €,EX,V,1900 Sprint coupé Touring 2e série,185,1954
,,,,,,,1900 Sprint coupé Touring 2e série,184,1954
ALPINE,Fayence,"A 108 berlinette, moteur 1300 Gordini",Jean-Pierre Osenat,36 250 €,SEP,V,1900 Sprint coupé Touring 2e série,184,1954
,,,,,,,1900 Sprint coupé Touring 2e série,182,1954
ALPINE,Fouras,A 110 L 1100 coupé GT 4 pipe Ferry,Oléron Enchères,31 000 €,REST,V,1900 Sprint coupé Touring 2e série,182,1954
ALPINE,Aytré,"A 110 L 1100 coupé GT 4, ailes larges",SCP MCS / M. Saint-Gal,37 760 €,REST,V,1900 Sprint coupé Touring 2e série,182,1954
,,,,,,,1900 Sprint coupé Touring 2e série,180,1954
ALPINE,Fayence,"A 110 cabriolet, pare-brise et hard-top Floride",Jean-Pierre Osenat,19 375 €,EP,V,1900 Sprint coupé Touring 2e série,180,1954
ALPINE,Fayence,A 110 1100 cabriolet,Jean-Pierre Osenat,48 750 €,EP,V,1900 Sprint coupé Touring 2e série,180,1954
,,,,,,,1900 Sprint coupé Touring 2e série,176,1954
ALPINE,Fayence,A 106 Mille Milles (sans moteur),Jean-Pierre Osenat,18 750 €,EP/INC,V,1900 Sprint coupé Touring 2e série,176,1954
ALPINE,Paris,"A 210 berlinette Le Mans, moteurs 1500 + 1000",Artcurial Motorcars,476 800 €,EX,V,1900 Sprint coupé Touring 2e série,176,1954
ALPINE,Monaco,M 64 berlinette #1711 ex-Morrogh/Delageneste,RM Auctions,313 000 €,REST,V,1900 Sprint coupé Touring 2e série,176,1954
,,,,,,,,,
,,,,,,,A 310-1600 VG (TX),,1976
,,,,,,,A 310 V6 Pack GT (usine),,1983
,,,,,,,A 310 GT Boulogne 200 ch,,1983
,,,,,,,V6 Turbo Le Mans,11521,1990
PORSCHE,Scottsdale,356 A-1600 cabriolet,Gooding Co.,197 030 €,REST,V,V6 Turbo Le Mans,11521,1990
PORSCHE,Paris,356 A-1600 cabriolet,Artcurial,178 800 €,REST,V,V6 Turbo Le Mans,11521,1990
PORSCHE,Amelia Island,356 A-1600 cabriolet hard-top,Gooding & Co,107 250 €,REST,V,V6 Turbo Le Mans,11521,1990
PORSCHE,Pebble Beach,356 A-1600 cabriolet,Gooding & Co,182 390 €,REST,V,V6 Turbo Le Mans,11521,1990
PORSCHE,Amelia Island,356 A-1600 cabriolet Reutter,Bonhams,84 590 €,REST,V,V6 Turbo Le Mans,11521,1990
PORSCHE,Scottsdale,356 A-1600 cabriolet,Worldwide Auctioneers,144 810 €,REST,V,V6 Turbo Le Mans,11521,1990
PORSCHE,Sparkford,356 A-1600 cabriolet,H & H Classic Auctions,25 300 €,RAR,V,V6 Turbo Le Mans,11521,1990
PORSCHE,Paris (Bonhams),356 A-1600 cabriolet (61465),Bonhams France,59 000 €,REST+,V,V6 Turbo Le Mans,11521,1990
,,,,,,,V6 Turbo Le Mans,5683,1990
PORSCHE,Fontainebleau,356 A-1600 coupé ex-USA,Jean-Pierre Osenat,174 000 €,REST+,V,V6 Turbo Le Mans,5683,1990
PORSCHE,Scottsdale,356 A-1600 coupé,Gooding Co.,115 760 €,REST,V,V6 Turbo Le Mans,5683,1990
PORSCHE,Southam,"356 A coupé LHD, moteur 1720",Silverstone Auctions,92 090 €,REST,V,V6 Turbo Le Mans,5683,1990
PORSCHE,Monterey,356 A-1600 coupé Reutter,RM Sotheby's,134 800 €,REST,V,V6 Turbo Le Mans,5683,1990
PORSCHE,Amelia Island,356 A-1600 coupé,Bonhams,67 620 €,REST,V,V6 Turbo Le Mans,5683,1990
PORSCHE,Amelia Island,356 A coupé Reutter moteur 1600 S,RM Sotheby,95 690 €,REST,V,V6 Turbo Le Mans,5683,1990
PORSCHE,Goodwood,356 A-1600 coupé ex-USA,Bonhams,88 940 €,REST,V,V6 Turbo Le Mans,5683,1990
PORSCHE,Goodwood,"356 A coupé préparé, moteur 1700",Bonhams,57 530 €,REST/TR,V,V6 Turbo Le Mans,5683,1990
PORSCHE,Silverstone,356 A-1600 coupé Reutter,Silverstone Auctions,99 740 €,REST,V,V6 Turbo Le Mans,5683,1990
PORSCHE,Paris,356 A-1600 S coupé toit ouvrant,RM Sotheby's,125 840 €,REST,V,V6 Turbo Le Mans,5683,1990
PORSCHE,Paris,356 A-1600 T2 coupé toit ouvrant,Bonhams,88 840 €,REST,V,V6 Turbo Le Mans,5683,1990
PORSCHE,Le Mans,356 A 1600 coupé préparé 110 ch,Artcurial Motorcars,83 440 €,REST/TR,V,V6 Turbo Le Mans,5683,1990
PORSCHE,Scottsdale,356 A 1600 coupé Reutter,Bonhams,88 320 €,REST,V,V6 Turbo Le Mans,5683,1990
PORSCHE,Paris,356 A 1600 S coupé préparé,Bonhams,105 800 €,REST/TR,V,V6 Turbo Le Mans,5683,1990
PORSCHE,Paris,"356 A 1600 coupé T 2, banquette AV, moteur C",Artcurial Motorcars,53 611 €,REST/TR,V,V6 Turbo Le Mans,5683,1990
PORSCHE,Paris,"356 A 1600 coupé T 2, banquette AV, moteur C",Artcurial Motorcars,44 080 €,REST/TR,V,V6 Turbo Le Mans,5683,1990
,,,,,,,V6 Turbo Le Mans,5681,1990
PORSCHE,Monaco,356 A-1500 GS Carrera coupé,RM Auctions,235 000 €,REST,V,V6 Turbo Le Mans,5681,1990
,,,,,,,V6 Turbo Le Mans,5680,1990
PORSCHE,Amelia Island,356 A 1600 coupé,Gooding & Co.,133 658 €,OR,V,V6 Turbo Le Mans,5680,1990
PORSCHE,Londres,356 A 1600 coupé,Silverstone Auctions,111 138 €,REST,V,V6 Turbo Le Mans,5680,1990
PORSCHE,Montastruc la conseillère,356 A-1300 coupé,FEE Machoir / D. Pouteau,9 000 €,EP,V,V6 Turbo Le Mans,5680,1990
PORSCHE,Kaufdorf,356 A-1300 coupé,Oldtimer Galerie Toffen,8 580 €,SEP,V,V6 Turbo Le Mans,5680,1990
,,,,,,,V6 Turbo Le Mans,8245,1990
TRIUMPH,Buxton,Herald 12/50 coach toit ouvrant RHD,H & H,3 120 €,OR+,V,V6 Turbo Le Mans,8245,1990
,,,,,,,V6 Turbo Le Mans,106,1990
ALFA ROMEO,Paris,1900 Super Sprint coupé Touring 2e série,RM Sotheby's,230 000 €,REST,V,V6 Turbo Le Mans,106,1990
ALFA ROMEO,Scottsdale,1900 Super Sprint coupé Touring,Gooding & Co.,336 270 €,REST,V,V6 Turbo Le Mans,106,1990
ALFA ROMEO,Knokke le Zoute,1900 C Super Sprint coupé Touring,Bonhams,235 750 €,REST,V,V6 Turbo Le Mans,106,1990
ALFA ROMEO,Amelia Island,"1900 C Super Sprint coupé Touring, boîte 5",RM Sotheby's,272 250 €,REST,V,V6 Turbo Le Mans,106,1990
ALFA ROMEO,Scottsdale,1900 C SS coupé Boano,Gooding & Co.,914 270 €,OR,V,V6 Turbo Le Mans,106,1990
ALFA ROMEO,Scottsdale (Arizona),1900 C Super Sport coupé Ghia,Gooding & Co,480 260 €,REST+,V,V6 Turbo Le Mans,106,1990
ALFA ROMEO,Scottsdale (Arizona),1900 C Super Sprint coupé Touring,Bonhams,162 920 €,,V,V6 Turbo Le Mans,106,1990
ALFA ROMEO,Monaco,1900 SS Corto Gara Stradale coupé Touring,RM Auctions,240 800 €,EX,V,V6 Turbo Le Mans,106,1990
ALFA ROMEO,London,1900 Super Sprint coupé Touring,RM Auction,91 200 €,REST,V,V6 Turbo Le Mans,106,1990
ALFA ROMEO,Paris,1900 Sprint coupé Touring,Bonhams,118 000 €,REST+,V,V6 Turbo Le Mans,106,1990
ALFA ROMEO,Monaco,1900 Super Sprint coupé Touring,Bonhams,74 000 €,REST,V,V6 Turbo Le Mans,106,1990
ALFA ROMEO,Reims-Gueux,1900 Super Sprint coupé Touring,Bonhams,55 000 €,REST+,V,V6 Turbo Le Mans,106,1990
ALFA ROMEO,Saint Cloud,1900 Super Sprint coupé Touring (10160) (EUR),"Artcurial Briest, Poulain, F. Ta",80 000 €,REST,V,V6 Turbo Le Mans,106,1990
ALFA ROMEO,Beaulieu,1900 Super Sprint coupé Touring LHD (01163),Bonhams,22 500 €,OR-,V,V6 Turbo Le Mans,106,1990
ALFA ROMEO,Goodwood,1900 Super Sprint coupé Touring LHD (02042),Bonhams,48 000 €,REST,V,V6 Turbo Le Mans,106,1990
,,,,,,,V6 Turbo Le Mans,105,1990
ALFA ROMEO,Monaco,1900 Sprint coupé Touring Corto Gara Stradale,Bonhams,414 000 €,REST/EX,V,V6 Turbo Le Mans,105,1990
ALFA ROMEO,Scottsdale,1900 C Sprint coupé Touring,Gooding & Co,503 890 €,REST,V,V6 Turbo Le Mans,105,1990
ALFA ROMEO,Scottsdale,1900 Sprint coupé Pinin Farina,Bonhams,269 610 €,REST,V,V6 Turbo Le Mans,105,1990
ALFA ROMEO,Cernobbio,1900 C Sprint coupé Touring RHD,RM Sotheby's,257 600 €,REST,V,V6 Turbo Le Mans,105,1990
ALFA ROMEO,Milan,1900 C Sprint coupé Touring,RM Sotheby's,358 400 €,REST,V,V6 Turbo Le Mans,105,1990
ALFA ROMEO,Pebble Beach,1900 Sprint coupé Pinin Farina LHD,Gooding & Co.,364 500 €,REST,V,V6 Turbo Le Mans,105,1990
ALFA ROMEO,Amelia Island,1900 C Sprint coupé Touring,Bonhams,389 440 €,REST,V,V6 Turbo Le Mans,105,1990
ALFA ROMEO,Paris,1900 C Sprint coupé Touring,RM Auctions/Sotheby's,196 000 €,REST+,V,V6 Turbo Le Mans,105,1990
ALFA ROMEO,Knokke-le-Zoute,1900 C Sprint coupé Touring,Bonhams,161 000 €,REST+,V,V6 Turbo Le Mans,105,1990
ALFA ROMEO,Beaulieu,"1900 C Sprint coupé Touring RHD, m. 2000, boîte 5",Bonhams,181 483 €,REST/TR,V,V6 Turbo Le Mans,105,1990
ALFA ROMEO,Paris,1900 C Sprint coupé Touring LHD,Bonhams,184 000 €,OR,V,V6 Turbo Le Mans,105,1990
ALFA ROMEO,Paris,1900 Sprint coupé Touring,Bonhams,76 000 €,REST,V,V6 Turbo Le Mans,105,1990
ALFA ROMEO,Goodwood,1900 Sprint coupé Touring RHD,Bonhams,53 900 €,REST,V,V6 Turbo Le Mans,105,1990
ALFA ROMEO,Londres,1900 Sprint coupé Touring RHD (1900 C 01445),Christie's,42 750 €,REST,V,V6 Turbo Le Mans,105,1990
,,,,,,,V6 Turbo Le Mans,101,1990
ALFA ROMEO,Goodwood,1900 Super berline,Bonhams,25 150 €,REST,V,V6 Turbo Le Mans,101,1990
ALFA ROMEO,Milan,1900 Super berline,RM Sotheby's,39 200 €,REST,V,V6 Turbo Le Mans,101,1990
ALFA ROMEO,Zurich,1900 Super berline,Oldtimer Galerie Toffen,24 575 €,REST,V,V6 Turbo Le Mans,101,1990
ALFA ROMEO,Paris,1900 berline,Chevau-Légers Enchères / M. Souv,40 000 €,REST+,V,V6 Turbo Le Mans,101,1990
ALFA ROMEO,Kaufdorf,1900 Super berline,Oldtimer Galerie Toffen,1 450 €,SEP,V,V6 Turbo Le Mans,101,1990
,,,,,,,V6 Turbo Le Mans,99,1990
ALFA ROMEO,Paris,1900 berline,Artcurial Motorcars,22 648 €,REST,V,V6 Turbo Le Mans,99,1990
,,,,,,,V6 Turbo Le Mans,98,1990
ALFA ROMEO,Paris,8 C 2900 B coach Touring,Artcurial,16 745 600 €,REST,V,V6 Turbo Le Mans,98,1990
,,,,,,,V6 Turbo Le Mans,97,1990
ALFA ROMEO,Monterey,8 C 2900 B Spider Touring,RM Sotheby's,17 483 500 €,REST+,V,V6 Turbo Le Mans,97,1990
,,,,,,,V6 Turbo Le Mans,96,1990
ALFA ROMEO,Pebble Beach,8 C 2300 Monza Spider Brianza,Gooding & Co.,10 590 000 €,EX,V,V6 Turbo Le Mans,96,1990
ALFA ROMEO,Goodwood,8 C 2300 tourer Le Mans,Bonhams,2 200 000 €,REST,V,V6 Turbo Le Mans,96,1990
ALFA ROMEO,Pebble Beach,8 C 2300 Monza (2311218),Gooding & Company,4 575 000 €,EX,V,V6 Turbo Le Mans,96,1990
ALFA ROMEO,Londres,Re-création 8 C 2600 Spider Corsa,Coys,547 500 €,EX,V,V6 Turbo Le Mans,96,1990
ALFA ROMEO,Goodwood,8 C 2300 Spider Corto (2211051),Bonhams,1 920 000 €,EX,V,V6 Turbo Le Mans,96,1990
,,,,,,,V6 Turbo Le Mans,95,1990
ALFA ROMEO,Goodwood,8 C Tipo B monoplace ex-Scuderia Ferrari,Bonhams,5 190 650 €,EX,V,V6 Turbo Le Mans,95,1990
ALFA ROMEO,Paris,P 3 Tipo B monoplace ,RM Sotheby's,4 004 000 €,EX,V,V6 Turbo Le Mans,95,1990
ALFA ROMEO,Paris,6 C 2500 cabriolet Tüscher (Zurich),RM Auctions/Sotheby's,296 800 €,REST+,V,V6 Turbo Le Mans,95,1990
ALFA ROMEO,Goodwood,8 C 35 monoplace ex-Scuderia Ferrari (50013),Bonhams,7 069 293 €,EX,V,V6 Turbo Le Mans,95,1990
ALFA ROMEO,Goodwood,8 C 2300 Spyder ex-Le Mans (2211065),Bonhams,3 334 980 €,EX,V,V6 Turbo Le Mans,95,1990
,,,,,,,V6 Turbo Le Mans,94,1990
ALFA ROMEO,Paris,6 C 2500 Sport cabriolet Pinin Farina,RM Sotheby's,228 800 €,REST,V,V6 Turbo Le Mans,94,1990
ALFA ROMEO,Pebble Beach,6 C 2500 SS cabriolet Pinin Farina,Gooding & Co.,549 000 €,REST+,V,V6 Turbo Le Mans,94,1990
ALFA ROMEO,Paris,6 C 2500 SS cabriolet Pinin Farina,Bonhams,389 400 €,REST+,V,V6 Turbo Le Mans,94,1990
ALFA ROMEO,Paris,6 C 2500 Sport cabriolet Pinin Farina,RM Auctions/Sotheby's,280 000 €,REST+,V,V6 Turbo Le Mans,94,1990
ALFA ROMEO,Goodwood,6 C 2500 SS cabriolet Pinin Farina (915725),Bonhams,206 380 €,REST+,V,V6 Turbo Le Mans,94,1990
ALFA ROMEO,Monaco,6 C 2500 corsa spyder ex-comte Trossi,Coys,310 000 €,REST+,V,V6 Turbo Le Mans,94,1990
ALFA ROMEO,Londres,6 C 2500 SS cabriolet Pininfarina (915612),RM Auctions,178 750 €,REST+,V,V6 Turbo Le Mans,94,1990
ALFA ROMEO,Beaulieu,6 C 2500 SS cabriolet Pinin Faina (915808),Bonhams,41 800 €,OR-,V,V6 Turbo Le Mans,94,1990
ALFA ROMEO,Gstaad,"6 C 2500 SS cabriolet Farina, 19 700 km d'origine",Bonhams,234 000 €,EX,V,V6 Turbo Le Mans,94,1990
ALFA ROMEO,Monaco (Bonhams),6 C 2500 SS cabriolet Pininfarina (915660),Bonhams,135 000 €,REST,V,V6 Turbo Le Mans,94,1990
ALFA ROMEO,Paris,"6C 2500 SS coupé Tubolare Ghia, ch. Gilco",Christie's France,160 000 €,EX,V,V6 Turbo Le Mans,94,1990
,,,,,,,V6 Turbo Le Mans,93,1990
ALFA ROMEO,Greenwich,6 C 2500 Super Sport cabriolet Pinin Farina,Bonhams,373 830 €,REST,V,V6 Turbo Le Mans,93,1990
ALFA ROMEO,Quail Lodge,6 C 2500 Super Sport cabriolet Pinin Farina,Bonhams,363 650 €,REST,V,V6 Turbo Le Mans,93,1990
ALFA ROMEO,Paris,"6 C 2500 SS roadster recarrossé, moteur 2300",Artcurial Motorcars,274 160 €,REST/TR,V,V6 Turbo Le Mans,93,1990
ALFA ROMEO,Phoenix,6 C 2500 Super Sport Spider (carrosserie récente),RM Sotheby's,453 440 €,REST/TR,V,V6 Turbo Le Mans,93,1990
ALFA ROMEO,Pebble Beach,6 C 2500 Super Sport cabriolet,Gooding & Co,411 550 €,REST,V,V6 Turbo Le Mans,93,1990
ALFA ROMEO,Milan,6 C 2500 SS réplique barquette 412 Vignale,RM Sotheby's,302 400 €,TR,V,V6 Turbo Le Mans,93,1990
ALFA ROMEO,Scottsdale,6 C 2500 Super Sport cabriolet,Gooding & Co.,934 580 €,EX,V,V6 Turbo Le Mans,93,1990
ALFA ROMEO,Paris,6 C 2500 Sport cabriolet Pinin Farina,Bonhams,330 400 €,REST,V,V6 Turbo Le Mans,93,1990
ALFA ROMEO,Paris,6 C 2500 Sport cabriolet Ghia,Bonhams,271 400 €,REST,V,V6 Turbo Le Mans,93,1990
ALFA ROMEO,Monaco,6 C 2500 SS cabriolet Pinin Farina,RM Auctions,369 600 €,REST,V,V6 Turbo Le Mans,93,1990
ALFA ROMEO,Londres,6 C 2500 Sport cabriolet Pinin Farina (916009),RM Auctions,230 067 €,REST,V,V6 Turbo Le Mans,93,1990
,,,,,,,V6 Turbo Le Mans,92,1990
ALFA ROMEO,Knokke le Zoute,6 C 2500 Super Sport coupé Villa d'Este,Bonhams,460 000 €,REST,V,V6 Turbo Le Mans,92,1990
ALFA ROMEO,Amelia Island,6 C 2500 Super Sport coupé Touring,RM Sotheby's,825 000 €,REST+,V,V6 Turbo Le Mans,92,1990
ALFA ROMEO,Cernobbio,6 C 2500 SS coupé Villa d'Este Touring,RM Sotheby's,784 000 €,REST,V,V6 Turbo Le Mans,92,1990
,,,,,,,V6 Turbo Le Mans,10944,1990
ALPINE,Brooklands,GTA V6 Turbo Le Mans RHD,Historics at Brooklands,37 990 €,OR+,V,V6 Turbo Le Mans,10944,1990
,,,,,,,V6 Turbo Le Mans,10943,1990
ALPINE,Fléville devant Nancy,V6 Turbo Mille Miles,Est Auction,11 000 €,OR,V,V6 Turbo Le Mans,10943,1990
,,,,,,,V6 Turbo Le Mans,2&idCote,1990
ALPINE,Fléville devant Nancy,V6 Turbo Mille Miles,Est Auction,11 000 €,OR,V,V6 Turbo Le Mans,2&idCote,1990
,,,,,,,V6 Turbo Le Mans,8587,1990
ALPINE,Lyon,GTA V6 Turbo Kat. ,Claude Aguttes,31 320 €,OR+,V,V6 Turbo Le Mans,8587,1990
,,,,,,,V6 Turbo Le Mans,7135,1990
ALPINE,Brooklands,GTA V6 Turbo RHD,Historics at Brooklands,7 180 €,REST,V,V6 Turbo Le Mans,7135,1990
ALPINE,Auvers sur Oise,V6 Turbo préparée 240 ch Patrick Legeay,SVV Le Calvez & Associés,48 872 €,TR,V,V6 Turbo Le Mans,7135,1990
ALPINE,Auvers sur Oise,V6 Turbo Le Mans,SVV Le Calvez & Associés,25 032 €,OR+,V,V6 Turbo Le Mans,7135,1990
ALPINE,Mulhouse,V6 Turbo ,Stanislas Machoïr,22 200 €,OR+,V,V6 Turbo Le Mans,7135,1990
ALPINE,Caen,V6 Turbo,Brioult Enchères / M. Pagneux,14 000 €,OR+,V,V6 Turbo Le Mans,7135,1990
ALPINE,Tours,V6 Turbo coupé,SVV Chinon (M. Herbelin) / M. So,9 800 €,OR,V,V6 Turbo Le Mans,7135,1990
ALPINE,Nantes,V6 Turbo,Ouest Enchères Publiques,10 000 €,OR+,V,V6 Turbo Le Mans,7135,1990
ALPINE,Le Plessis Bouchard,V6 Turbo (200 ch),"SCP Riquier, Salvi, Gras / M. Me",8 200 €,OR,V,V6 Turbo Le Mans,7135,1990
,,,,,,,V6 Turbo Le Mans,7134,1990
ALPINE,Fort Lauderdale,GTA V6 ex-Suisse,RM Sotheby's,15 260 €,OR+,V,V6 Turbo Le Mans,7134,1990
ALPINE,Montastruc,V6 GT (160 ch),Stanislas Machoïr,14 400 €,OR,V,V6 Turbo Le Mans,7134,1990
ALPINE,Lyon,V6 GTA Le Mans,Aguttes,43 590 €,OR+,V,V6 Turbo Le Mans,7134,1990
ALPINE,La Mézière,V6 GT ,Alcopa Auction Rennes,19 240 €,REST,V,V6 Turbo Le Mans,7134,1990
ALPINE,Montastruc,GTA Turbo berlinette,Stanislas Machoïr,16 800 €,OR,V,V6 Turbo Le Mans,7134,1990
ALPINE,Toffen,V6 GT coupé,Oldtimer Galerie Toffen,6 100 €,OR,V,V6 Turbo Le Mans,7134,1990
,,,,,,,V6 Turbo Le Mans,10941,1990
ALPINE,Scottsdale,A 310 V6 berlinette,Bonhams,27 860 €,REST,V,V6 Turbo Le Mans,10941,1990
ALPINE,Chantilly,A 310 V6 kit Fleischmann Gr 4,Bonhams,29 900 €,REST,V,V6 Turbo Le Mans,10941,1990
