auction_brand,auction_date,auction_location,auction_model,auction_organizor,auction_price,auction_restauration_code,auction_sales_code,quote_id,auction_url,quote_max_price,quote_model,quote_year
BMW,20171015,MOULINEAUX,520 (E 12) berline automatique,HdV,4050.0,OR,V,12337,cote.encheres.php?idCote=12337,9 000 €,520 (E 12) berline,1973
BMW,20171015,MOULINEAUX,520 (E 12) berline automatique,HdV,4050.0,OR,V,12337,cote.encheres.php?idCote=12337,9 000 €,520 (E 12) berline,1973
BMW,20180318,GOODWOOD,M 3 3.2 (E 46) coupé,Bonhams,30850.0,OR+,V,12451,cote.encheres.php?idCote=12451,90 000 €,M 3 CSL (E 46) Coupé,2003
BMW,20180318,GOODWOOD,M 3 3.2 (E 46) coupé,Bonhams,30850.0,OR+,V,12451,cote.encheres.php?idCote=12451,90 000 €,M 3 CSL (E 46) Coupé,2003
BMW,20180310,AMELIA ISLAND,M 3 (E 46) GT V8 Grand-Am PTG,RM Sotheby's,159490.0,REST,V,12451,cote.encheres.php?idCote=12451,90 000 €,M 3 CSL (E 46) Coupé,2003
BMW,20180310,AMELIA ISLAND,M 3 (E 46) GT V8 Grand-Am PTG,RM Sotheby's,159490.0,REST,V,12451,cote.encheres.php?idCote=12451,90 000 €,M 3 CSL (E 46) Coupé,2003
BMW,20170629,SAINT-PRIEST,330 Ci (E 46) Cabriolet autom.,Alcopa auction,7570.0,OR+,V,12134,cote.encheres.php?idCote=12134,27 000 €,Alpina B 3 3.2 (E 36),1996
BMW,20170629,SAINT-PRIEST,330 Ci (E 46) Cabriolet autom.,Alcopa auction,7570.0,OR+,V,12134,cote.encheres.php?idCote=12134,27 000 €,Alpina B 3 3.2 (E 36),1996
BMW,20170508,LA MÉZIÈRE,330 Ci (E 46) Cabriolet hard-top,Alcopa auction,9500.0,OR,V,12134,cote.encheres.php?idCote=12134,27 000 €,Alpina B 3 3.2 (E 36),1996
BMW,20170508,LA MÉZIÈRE,330 Ci (E 46) Cabriolet hard-top,Alcopa auction,9500.0,OR,V,12134,cote.encheres.php?idCote=12134,27 000 €,Alpina B 3 3.2 (E 36),1996
BMW,20170506,L'AIGLE,"330 i (E 46) Coupé Steptronic, int. cuir",Orne Enchères,4800.0,OR+,V,12134,cote.encheres.php?idCote=12134,27 000 €,Alpina B 3 3.2 (E 36),1996
BMW,20170506,L'AIGLE,"330 i (E 46) Coupé Steptronic, int. cuir",Orne Enchères,4800.0,OR+,V,12134,cote.encheres.php?idCote=12134,27 000 €,Alpina B 3 3.2 (E 36),1996
BMW,20190411,ESSEN,M3 E46 CSL,RM Sotheby's,97750.0,OR+,V,12527,cote.encheres.php?idCote=12527,25 000 €,M3 E46 Coupé / Cabriolet,2001
BMW,20190411,ESSEN,M3 E46 CSL,RM Sotheby's,97750.0,OR+,V,12527,cote.encheres.php?idCote=12527,25 000 €,M3 E46 Coupé / Cabriolet,2001
BMW,20170610,LYON,M 3 (E 36) Cabriolet hard-top,Claude Aguttes,27720.0,OR+,V,12335,cote.encheres.php?idCote=12335,40 000 €,M 3 Cabriolet (E 36),1994
BMW,20170610,LYON,M 3 (E 36) Cabriolet hard-top,Claude Aguttes,27720.0,OR+,V,12335,cote.encheres.php?idCote=12335,40 000 €,M 3 Cabriolet (E 36),1994
BMW,20161125,MILAN,M 3 (E 46) Cabriolet hard-top,RM Sotheby's,42560.0,OR+,V,12335,cote.encheres.php?idCote=12335,40 000 €,M 3 Cabriolet (E 36),1994
BMW,20161125,MILAN,M 3 (E 46) Cabriolet hard-top,RM Sotheby's,42560.0,OR+,V,12335,cote.encheres.php?idCote=12335,40 000 €,M 3 Cabriolet (E 36),1994
BMW,20190518,BROOKLANDS,M 3 3.0 (E 36) RHD,Brooklands Auctions,18480.0,OR+,V,12135,cote.encheres.php?idCote=12135,19 500 €,M 3 3.0 (E 36),1992
BMW,20190518,BROOKLANDS,M 3 3.0 (E 36) RHD,Brooklands Auctions,18480.0,OR+,V,12135,cote.encheres.php?idCote=12135,19 500 €,M 3 3.0 (E 36),1992
BMW,20181111,LYON,M 3 3.0 (E 36),Osenat,21600.0,OR+,V,12135,cote.encheres.php?idCote=12135,19 500 €,M 3 3.0 (E 36),1992
BMW,20181111,LYON,M 3 3.0 (E 36),Osenat,21600.0,OR+,V,12135,cote.encheres.php?idCote=12135,19 500 €,M 3 3.0 (E 36),1992
BMW,20171111,LYON,M 3 GT (E 36),Aguttes,42450.0,OR+,V,12135,cote.encheres.php?idCote=12135,19 500 €,M 3 3.0 (E 36),1992
BMW,20171111,LYON,M 3 GT (E 36),Aguttes,42450.0,OR+,V,12135,cote.encheres.php?idCote=12135,19 500 €,M 3 3.0 (E 36),1992
BMW,20170924,MONTLHÉRY,M 3 3.2 (E 36),Aguttes,29740.0,OR+,V,12135,cote.encheres.php?idCote=12135,19 500 €,M 3 3.0 (E 36),1992
BMW,20170924,MONTLHÉRY,M 3 3.2 (E 36),Aguttes,29740.0,OR+,V,12135,cote.encheres.php?idCote=12135,19 500 €,M 3 3.0 (E 36),1992
BMW,20170310,AMELIA ISLAND,M 3 3.0 (E 36),Gooding & Co,130360.0,OR+,V,12135,cote.encheres.php?idCote=12135,19 500 €,M 3 3.0 (E 36),1992
BMW,20170310,AMELIA ISLAND,M 3 3.0 (E 36),Gooding & Co,130360.0,OR+,V,12135,cote.encheres.php?idCote=12135,19 500 €,M 3 3.0 (E 36),1992
BMW,20161125,MILAN,M 3 3.0 (E 36) préparée course,RM Sotheby's,21280.0,TR,V,12135,cote.encheres.php?idCote=12135,19 500 €,M 3 3.0 (E 36),1992
BMW,20161125,MILAN,M 3 3.0 (E 36) préparée course,RM Sotheby's,21280.0,TR,V,12135,cote.encheres.php?idCote=12135,19 500 €,M 3 3.0 (E 36),1992
BMW,20161105,LYON,M 3 3.0 (E 36) Cabriolet,Claude Aguttes,16800.0,OR,V,12135,cote.encheres.php?idCote=12135,19 500 €,M 3 3.0 (E 36),1992
BMW,20161105,LYON,M 3 3.0 (E 36) Cabriolet,Claude Aguttes,16800.0,OR,V,12135,cote.encheres.php?idCote=12135,19 500 €,M 3 3.0 (E 36),1992
BMW,20190515,LEOMINSTER,328 i (E 36) Cabriolet automatique RHD + hardtop,Brightwells,3150.0,OR,V,12449,cote.encheres.php?idCote=12449,8 500 €,325 i / 328 i (E 36) Cabriolet,1993
BMW,20190515,LEOMINSTER,328 i (E 36) Cabriolet automatique RHD + hardtop,Brightwells,3150.0,OR,V,12449,cote.encheres.php?idCote=12449,8 500 €,325 i / 328 i (E 36) Cabriolet,1993
BMW,20190501,ONLINE,328 i (E 36) Cabriolet RHD,H & H Classic Auctions,6030.0,OR+,V,12449,cote.encheres.php?idCote=12449,8 500 €,325 i / 328 i (E 36) Cabriolet,1993
BMW,20190501,ONLINE,328 i (E 36) Cabriolet RHD,H & H Classic Auctions,6030.0,OR+,V,12449,cote.encheres.php?idCote=12449,8 500 €,325 i / 328 i (E 36) Cabriolet,1993
BMW,20190302,ASCOTT,328 i (E 36) Cabriolet RHD,Brooklands Auctions,2630.0,OR,V,12449,cote.encheres.php?idCote=12449,8 500 €,325 i / 328 i (E 36) Cabriolet,1993
BMW,20190302,ASCOTT,328 i (E 36) Cabriolet RHD,Brooklands Auctions,2630.0,OR,V,12449,cote.encheres.php?idCote=12449,8 500 €,325 i / 328 i (E 36) Cabriolet,1993
BMW,20180519,BROOKLANDS,328 i (E 36) Cabriolet RHD autom.,Brooklands Auctions,2610.0,OR,V,12449,cote.encheres.php?idCote=12449,8 500 €,325 i / 328 i (E 36) Cabriolet,1993
BMW,20180519,BROOKLANDS,328 i (E 36) Cabriolet RHD autom.,Brooklands Auctions,2610.0,OR,V,12449,cote.encheres.php?idCote=12449,8 500 €,325 i / 328 i (E 36) Cabriolet,1993
BMW,20180120,FONTAINEBLEAU,318 i (E 36) Cabriolet,Osenat,5400.0,OR,V,12449,cote.encheres.php?idCote=12449,8 500 €,325 i / 328 i (E 36) Cabriolet,1993
BMW,20180120,FONTAINEBLEAU,318 i (E 36) Cabriolet,Osenat,5400.0,OR,V,12449,cote.encheres.php?idCote=12449,8 500 €,325 i / 328 i (E 36) Cabriolet,1993
BMW,20180930,LINAS,323 ti Compact (E 36) 3 portes,Aguttes,8260.0,OR+,V,12136,cote.encheres.php?idCote=12136,5 500 €,323 ti Compact (E 36) 3 portes,1997
BMW,20180930,LINAS,323 ti Compact (E 36) 3 portes,Aguttes,8260.0,OR+,V,12136,cote.encheres.php?idCote=12136,5 500 €,323 ti Compact (E 36) 3 portes,1997
BMW,20170508,LA MÉZIÈRE,318 i (E 36) Cabriolet,Alcopa auction,3090.0,OR,V,12136,cote.encheres.php?idCote=12136,5 500 €,323 ti Compact (E 36) 3 portes,1997
BMW,20170508,LA MÉZIÈRE,318 i (E 36) Cabriolet,Alcopa auction,3090.0,OR,V,12136,cote.encheres.php?idCote=12136,5 500 €,323 ti Compact (E 36) 3 portes,1997
BMW,20180623,LA BOISSIÈRE,318 i (E 36) Cabriolet,Eric Couturier,1890.0,OR,V,12447,cote.encheres.php?idCote=12447,3 500 €,318 i S (E 36) Coupé,1992
BMW,20180623,LA BOISSIÈRE,318 i (E 36) Cabriolet,Eric Couturier,1890.0,OR,V,12447,cote.encheres.php?idCote=12447,3 500 €,318 i S (E 36) Coupé,1992
BMW,20170119,PHOENIX,Alpina B 6 2.8 (E 30),RM Sotheby's,48550.0,OR+,V,12137,cote.encheres.php?idCote=12137,32 000 €,Alpina B 6 2.8 (E 30),1984
BMW,20170119,PHOENIX,Alpina B 6 2.8 (E 30),RM Sotheby's,48550.0,OR+,V,12137,cote.encheres.php?idCote=12137,32 000 €,Alpina B 6 2.8 (E 30),1984
BMW,20180209,PARIS,M 3 Cabriolet (E 30),Artcurial,75100.0,OR,V,10968,cote.encheres.php?idCote=10968,70 000 €,M 3 (E 30) Cabriolet,1989
BMW,20180209,PARIS,M 3 Cabriolet (E 30),Artcurial,75100.0,OR,V,10968,cote.encheres.php?idCote=10968,70 000 €,M 3 (E 30) Cabriolet,1989
BMW,20170902,BLENHEIM PALACE,M 3 (E 30) Cabriolet 215 ch,Silverstone Auctions,61670.0,OR+,V,10968,cote.encheres.php?idCote=10968,70 000 €,M 3 (E 30) Cabriolet,1989
BMW,20170902,BLENHEIM PALACE,M 3 (E 30) Cabriolet 215 ch,Silverstone Auctions,61670.0,OR+,V,10968,cote.encheres.php?idCote=10968,70 000 €,M 3 (E 30) Cabriolet,1989
BMW,20160903,OXFORD,M 3 (E 30) cabriolet,Silverstone Auctions,71091.0,OR+,V,10968,cote.encheres.php?idCote=10968,70 000 €,M 3 (E 30) Cabriolet,1989
BMW,20160903,OXFORD,M 3 (E 30) cabriolet,Silverstone Auctions,71091.0,OR+,V,10968,cote.encheres.php?idCote=10968,70 000 €,M 3 (E 30) Cabriolet,1989
BMW,20180928,SOUTHAM,M 3 (E 30) Sport Evolution II,Silverstone Auctions,73170.0,REST,V,11762,cote.encheres.php?idCote=11762,125 000 €,M 3 (E 30) Sport Evolution 238 ch,1990
BMW,20180928,SOUTHAM,M 3 (E 30) Sport Evolution II,Silverstone Auctions,73170.0,REST,V,11762,cote.encheres.php?idCote=11762,125 000 €,M 3 (E 30) Sport Evolution 238 ch,1990
BMW,20180721,SILVERSTONE,M 3 (E 30) Sport Evolution,Silverstone Auctions,151160.0,OR+,V,11762,cote.encheres.php?idCote=11762,125 000 €,M 3 (E 30) Sport Evolution 238 ch,1990
BMW,20180721,SILVERSTONE,M 3 (E 30) Sport Evolution,Silverstone Auctions,151160.0,OR+,V,11762,cote.encheres.php?idCote=11762,125 000 €,M 3 (E 30) Sport Evolution 238 ch,1990
BMW,20170924,MONTLHÉRY,"M 3 (E 30) Evolution 2,5 l 286 ch",Aguttes,59730.0,REST/TR,V,11762,cote.encheres.php?idCote=11762,125 000 €,M 3 (E 30) Sport Evolution 238 ch,1990
BMW,20170924,MONTLHÉRY,"M 3 (E 30) Evolution 2,5 l 286 ch",Aguttes,59730.0,REST/TR,V,11762,cote.encheres.php?idCote=11762,125 000 €,M 3 (E 30) Sport Evolution 238 ch,1990
BMW,20151101,PARIS,M 3 (E 30) Sport Evolution 238 ch,Artcurial,89400.0,OR+,V,11762,cote.encheres.php?idCote=11762,125 000 €,M 3 (E 30) Sport Evolution 238 ch,1990
BMW,20151101,PARIS,M 3 (E 30) Sport Evolution 238 ch,Artcurial,89400.0,OR+,V,11762,cote.encheres.php?idCote=11762,125 000 €,M 3 (E 30) Sport Evolution 238 ch,1990
BMW,20190308,AMELIA ISLAND,M 3 (E 30) Evolution 215/220 ch,Gooding & Co,82340.0,OR+,V,9058,cote.encheres.php?idCote=9058,65 000 €,M 3 (E 30) Evolution 215/220 ch,1989
BMW,20190308,AMELIA ISLAND,M 3 (E 30) Evolution 215/220 ch,Gooding & Co,82340.0,OR+,V,9058,cote.encheres.php?idCote=9058,65 000 €,M 3 (E 30) Evolution 215/220 ch,1989
BMW,20181110,BIRMINGHAM,M 3 (E 30) Evo Johnny Cecotto Edition ex-Jay Kay,Silverstone Auctions,97850.0,OR+,V,9058,cote.encheres.php?idCote=9058,65 000 €,M 3 (E 30) Evolution 215/220 ch,1989
BMW,20181110,BIRMINGHAM,M 3 (E 30) Evo Johnny Cecotto Edition ex-Jay Kay,Silverstone Auctions,97850.0,OR+,V,9058,cote.encheres.php?idCote=9058,65 000 €,M 3 (E 30) Evolution 215/220 ch,1989
BMW,20180223,COVENTRY,M 3 (E 30) Evolution,Silverstone Auctions,39630.0,REST,V,9058,cote.encheres.php?idCote=9058,65 000 €,M 3 (E 30) Evolution 215/220 ch,1989
BMW,20180223,COVENTRY,M 3 (E 30) Evolution,Silverstone Auctions,39630.0,REST,V,9058,cote.encheres.php?idCote=9058,65 000 €,M 3 (E 30) Evolution 215/220 ch,1989
BMW,20170310,AMELIA ISLAND,M 3 (E 30) Evolution Cabriolet,Gooding & Co,78710.0,OR+,V,9058,cote.encheres.php?idCote=9058,65 000 €,M 3 (E 30) Evolution 215/220 ch,1989
BMW,20170310,AMELIA ISLAND,M 3 (E 30) Evolution Cabriolet,Gooding & Co,78710.0,OR+,V,9058,cote.encheres.php?idCote=9058,65 000 €,M 3 (E 30) Evolution 215/220 ch,1989
BMW,20161125,MILAN,M 3 (E 30) Evolution,RM Sotheby's,47040.0,OR+,V,9058,cote.encheres.php?idCote=9058,65 000 €,M 3 (E 30) Evolution 215/220 ch,1989
BMW,20161125,MILAN,M 3 (E 30) Evolution,RM Sotheby's,47040.0,OR+,V,9058,cote.encheres.php?idCote=9058,65 000 €,M 3 (E 30) Evolution 215/220 ch,1989
BMW,20120915,GOODWOOD,M 3 (E 30) Evolution LHD,Bonhams,16351.0,REST,V,9058,cote.encheres.php?idCote=9058,65 000 €,M 3 (E 30) Evolution 215/220 ch,1989
BMW,20120915,GOODWOOD,M 3 (E 30) Evolution LHD,Bonhams,16351.0,REST,V,9058,cote.encheres.php?idCote=9058,65 000 €,M 3 (E 30) Evolution 215/220 ch,1989
BMW,20190308,AMELIA ISLAND,M 3 (E 30) coach 195/200 ch,Gooding & Co,84830.0,REST,V,9057,cote.encheres.php?idCote=9057,60 000 €,M 3 (E 30) coach 195/200 ch,1986
BMW,20190308,AMELIA ISLAND,M 3 (E 30) coach 195/200 ch,Gooding & Co,84830.0,REST,V,9057,cote.encheres.php?idCote=9057,60 000 €,M 3 (E 30) coach 195/200 ch,1986
BMW,20190308,AMELIA ISLAND,M 3 (E 30) coach 195/200 ch,RM Sotheby's,87330.0,OR+,V,9057,cote.encheres.php?idCote=9057,60 000 €,M 3 (E 30) coach 195/200 ch,1986
BMW,20190308,AMELIA ISLAND,M 3 (E 30) coach 195/200 ch,RM Sotheby's,87330.0,OR+,V,9057,cote.encheres.php?idCote=9057,60 000 €,M 3 (E 30) coach 195/200 ch,1986
BMW,20181021,PARIS,M 3 (E 30) 2 portes toit ouvrant,Leclère,49000.0,OR+,V,9057,cote.encheres.php?idCote=9057,60 000 €,M 3 (E 30) coach 195/200 ch,1986
BMW,20181021,PARIS,M 3 (E 30) 2 portes toit ouvrant,Leclère,49000.0,OR+,V,9057,cote.encheres.php?idCote=9057,60 000 €,M 3 (E 30) coach 195/200 ch,1986
BMW,20180824,PEBBLE BEACH,M 3 (E 30) 2 portes,Gooding & Co,118210.0,OR+,V,9057,cote.encheres.php?idCote=9057,60 000 €,M 3 (E 30) coach 195/200 ch,1986
BMW,20180824,PEBBLE BEACH,M 3 (E 30) 2 portes,Gooding & Co,118210.0,OR+,V,9057,cote.encheres.php?idCote=9057,60 000 €,M 3 (E 30) coach 195/200 ch,1986
BMW,20171112,LYON,M 3 (E 30) coach 195/200 ch,Osenat,64800.0,REST,V,9057,cote.encheres.php?idCote=9057,60 000 €,M 3 (E 30) coach 195/200 ch,1986
BMW,20171112,LYON,M 3 (E 30) coach 195/200 ch,Osenat,64800.0,REST,V,9057,cote.encheres.php?idCote=9057,60 000 €,M 3 (E 30) coach 195/200 ch,1986
BMW,20171014,TOFFEN,M 3 (E 30) coach Cecotto,Oldtimer Galerie Toffen ,65570.0,OR+,V,9057,cote.encheres.php?idCote=9057,60 000 €,M 3 (E 30) coach 195/200 ch,1986
BMW,20171014,TOFFEN,M 3 (E 30) coach Cecotto,Oldtimer Galerie Toffen ,65570.0,OR+,V,9057,cote.encheres.php?idCote=9057,60 000 €,M 3 (E 30) coach 195/200 ch,1986
BMW,20170610,LYON,M 3 (E 30) 2 portes toit ouvrant,Claude Aguttes,54120.0,OR+,V,9057,cote.encheres.php?idCote=9057,60 000 €,M 3 (E 30) coach 195/200 ch,1986
BMW,20170610,LYON,M 3 (E 30) 2 portes toit ouvrant,Claude Aguttes,54120.0,OR+,V,9057,cote.encheres.php?idCote=9057,60 000 €,M 3 (E 30) coach 195/200 ch,1986
BMW,20170513,SILVERSTONE,M 3 (E 30) 2 portes LHD,Silverstone Auctions,68940.0,OR+,V,9057,cote.encheres.php?idCote=9057,60 000 €,M 3 (E 30) coach 195/200 ch,1986
BMW,20170513,SILVERSTONE,M 3 (E 30) 2 portes LHD,Silverstone Auctions,68940.0,OR+,V,9057,cote.encheres.php?idCote=9057,60 000 €,M 3 (E 30) coach 195/200 ch,1986
BMW,20170326,AVIGNON,M 3 (E 30) 2 portes,Leclère,54000.0,OR+,V,9057,cote.encheres.php?idCote=9057,60 000 €,M 3 (E 30) coach 195/200 ch,1986
BMW,20170326,AVIGNON,M 3 (E 30) 2 portes,Leclère,54000.0,OR+,V,9057,cote.encheres.php?idCote=9057,60 000 €,M 3 (E 30) coach 195/200 ch,1986
BMW,20170225,COVENTRY,M 3 (E 30) LHD,Silverstone Auctions,40590.0,OR+,V,9057,cote.encheres.php?idCote=9057,60 000 €,M 3 (E 30) coach 195/200 ch,1986
BMW,20170225,COVENTRY,M 3 (E 30) LHD,Silverstone Auctions,40590.0,OR+,V,9057,cote.encheres.php?idCote=9057,60 000 €,M 3 (E 30) coach 195/200 ch,1986
BMW,20161125,MILAN,M 3 (E 30) coach préparé,RM Sotheby's,33600.0,REC,V,9057,cote.encheres.php?idCote=9057,60 000 €,M 3 (E 30) coach 195/200 ch,1986
BMW,20161125,MILAN,M 3 (E 30) coach préparé,RM Sotheby's,33600.0,REC,V,9057,cote.encheres.php?idCote=9057,60 000 €,M 3 (E 30) coach 195/200 ch,1986
BMW,20160924,ROCHEFORT,M 3 (E 30) coach,Rochefort Oléron Enchères,62100.0,REST,V,9057,cote.encheres.php?idCote=9057,60 000 €,M 3 (E 30) coach 195/200 ch,1986
BMW,20160924,ROCHEFORT,M 3 (E 30) coach,Rochefort Oléron Enchères,62100.0,REST,V,9057,cote.encheres.php?idCote=9057,60 000 €,M 3 (E 30) coach 195/200 ch,1986
BMW,20160424,MONTASTRUC-LA-CONSEILLÈRE,M 3 (E 30) coach Evo 3 238 ch,FEE Machoïr,91200.0,OR+,V,9057,cote.encheres.php?idCote=9057,60 000 €,M 3 (E 30) coach 195/200 ch,1986
BMW,20160424,MONTASTRUC-LA-CONSEILLÈRE,M 3 (E 30) coach Evo 3 238 ch,FEE Machoïr,91200.0,OR+,V,9057,cote.encheres.php?idCote=9057,60 000 €,M 3 (E 30) coach 195/200 ch,1986
BMW,20151017,BEAUZELLE,M 3 (E 30) coach 192 ch,Arnauné & Prim,53310.0,OR+,V,9057,cote.encheres.php?idCote=9057,60 000 €,M 3 (E 30) coach 195/200 ch,1986
BMW,20151017,BEAUZELLE,M 3 (E 30) coach 192 ch,Arnauné & Prim,53310.0,OR+,V,9057,cote.encheres.php?idCote=9057,60 000 €,M 3 (E 30) coach 195/200 ch,1986
BMW,20150814,CARMEL,M 3 (E 30) coach 192 ch,Bonhams,86160.0,OR+,V,9057,cote.encheres.php?idCote=9057,60 000 €,M 3 (E 30) coach 195/200 ch,1986
BMW,20150814,CARMEL,M 3 (E 30) coach 192 ch,Bonhams,86160.0,OR+,V,9057,cote.encheres.php?idCote=9057,60 000 €,M 3 (E 30) coach 195/200 ch,1986
BMW,20100702,GOODWOOD,M 3 (E 30) coach LHD,Bonhams,10780.0,OR+,V,9057,cote.encheres.php?idCote=9057,60 000 €,M 3 (E 30) coach 195/200 ch,1986
BMW,20100702,GOODWOOD,M 3 (E 30) coach LHD,Bonhams,10780.0,OR+,V,9057,cote.encheres.php?idCote=9057,60 000 €,M 3 (E 30) coach 195/200 ch,1986
BMW,20190323,FONTAINEBLEAU,"325 i X (E 30) 4 portes, toit ouvrant",J.P. Osenat,5520.0,OR,V,10972,cote.encheres.php?idCote=10972,16 000 €,325 i X coach / berline (4 x 4),1986
BMW,20190323,FONTAINEBLEAU,"325 i X (E 30) 4 portes, toit ouvrant",J.P. Osenat,5520.0,OR,V,10972,cote.encheres.php?idCote=10972,16 000 €,325 i X coach / berline (4 x 4),1986
BMW,20180701,LYON,325 i X 2 portes,Aguttes,16170.0,REST,V,10972,cote.encheres.php?idCote=10972,16 000 €,325 i X coach / berline (4 x 4),1986
BMW,20180701,LYON,325 i X 2 portes,Aguttes,16170.0,REST,V,10972,cote.encheres.php?idCote=10972,16 000 €,325 i X coach / berline (4 x 4),1986
BMW,20170501,OBENHEIM,325 i X (E 30) 2 portes,J.P. Osenat,17400.0,OR,V,10972,cote.encheres.php?idCote=10972,16 000 €,325 i X coach / berline (4 x 4),1986
BMW,20170501,OBENHEIM,325 i X (E 30) 2 portes,J.P. Osenat,17400.0,OR,V,10972,cote.encheres.php?idCote=10972,16 000 €,325 i X coach / berline (4 x 4),1986
BMW,20190407,LE MANS,325 i (E 30) Cabriolet,Marie Line Balsan,20410.0,OR+,V,11887,cote.encheres.php?idCote=11887,18 500 €,325 i (E 30) Cabriolet,1985
BMW,20190407,LE MANS,325 i (E 30) Cabriolet,Marie Line Balsan,20410.0,OR+,V,11887,cote.encheres.php?idCote=11887,18 500 €,325 i (E 30) Cabriolet,1985
BMW,20181013,SAINS-LÈS-FRESSINS,325 i (E 30) Cabriolet,J.P. Osenat,5870.0,OR-,V,11887,cote.encheres.php?idCote=11887,18 500 €,325 i (E 30) Cabriolet,1985
BMW,20181013,SAINS-LÈS-FRESSINS,325 i (E 30) Cabriolet,J.P. Osenat,5870.0,OR-,V,11887,cote.encheres.php?idCote=11887,18 500 €,325 i (E 30) Cabriolet,1985
BMW,20180324,FONTAINEBLEAU,325 i (E 30) Cabriolet,Osenat,18000.0,OR,V,11887,cote.encheres.php?idCote=11887,18 500 €,325 i (E 30) Cabriolet,1985
BMW,20180324,FONTAINEBLEAU,325 i (E 30) Cabriolet,Osenat,18000.0,OR,V,11887,cote.encheres.php?idCote=11887,18 500 €,325 i (E 30) Cabriolet,1985
BMW,20170531,ASCOTT,325 i (E 30) Cabriolet,Brooklands Auctions,7420.0,OR+,V,11887,cote.encheres.php?idCote=11887,18 500 €,325 i (E 30) Cabriolet,1985
BMW,20170531,ASCOTT,325 i (E 30) Cabriolet,Brooklands Auctions,7420.0,OR+,V,11887,cote.encheres.php?idCote=11887,18 500 €,325 i (E 30) Cabriolet,1985
BMW,20170429,TOFFEN,325 i (E 30) Cabriolet,Oldtimer Galerie Toffen ,13250.0,OR+,V,11887,cote.encheres.php?idCote=11887,18 500 €,325 i (E 30) Cabriolet,1985
BMW,20170429,TOFFEN,325 i (E 30) Cabriolet,Oldtimer Galerie Toffen ,13250.0,OR+,V,11887,cote.encheres.php?idCote=11887,18 500 €,325 i (E 30) Cabriolet,1985
BMW,20161030,PARIS,325 i (E 30) Cabriolet,Artcurial,11920.0,OR+,V,11887,cote.encheres.php?idCote=11887,18 500 €,325 i (E 30) Cabriolet,1985
BMW,20161030,PARIS,325 i (E 30) Cabriolet,Artcurial,11920.0,OR+,V,11887,cote.encheres.php?idCote=11887,18 500 €,325 i (E 30) Cabriolet,1985
BMW,20151128,TOFFEN,325 E coach,Oldtimer Galerie Toffen ,5645.0,OR+,V,11887,cote.encheres.php?idCote=11887,18 500 €,325 i (E 30) Cabriolet,1985
BMW,20151128,TOFFEN,325 E coach,Oldtimer Galerie Toffen ,5645.0,OR+,V,11887,cote.encheres.php?idCote=11887,18 500 €,325 i (E 30) Cabriolet,1985
BMW,20140308,BROOKLANDS,325 i série 2 cabriolet,Brooklands Auctions,7069.0,OR+,V,11887,cote.encheres.php?idCote=11887,18 500 €,325 i (E 30) Cabriolet,1985
BMW,20140308,BROOKLANDS,325 i série 2 cabriolet,Brooklands Auctions,7069.0,OR+,V,11887,cote.encheres.php?idCote=11887,18 500 €,325 i (E 30) Cabriolet,1985
BMW,20110425,SAINT-JAMES,325 i (E 30) Cabriolet,Toutain-Vente,4500.0,OR,V,11887,cote.encheres.php?idCote=11887,18 500 €,325 i (E 30) Cabriolet,1985
BMW,20110425,SAINT-JAMES,325 i (E 30) Cabriolet,Toutain-Vente,4500.0,OR,V,11887,cote.encheres.php?idCote=11887,18 500 €,325 i (E 30) Cabriolet,1985
BMW,20170521,SPA,"325 i (E 30) Groupe N Belga/Juma, palmarès",Bonhams,21850.0,EX,V,10970,cote.encheres.php?idCote=10970,13 000 €,325 i (E 30) coach / berline,1985
BMW,20170521,SPA,"325 i (E 30) Groupe N Belga/Juma, palmarès",Bonhams,21850.0,EX,V,10970,cote.encheres.php?idCote=10970,13 000 €,325 i (E 30) coach / berline,1985
BMW,20161126,TOFFEN,325 i (E 30) berline autom. toit ouvrant,Oldtimer Galerie Toffen ,5216.0,OR+,V,10970,cote.encheres.php?idCote=10970,13 000 €,325 i (E 30) coach / berline,1985
BMW,20161126,TOFFEN,325 i (E 30) berline autom. toit ouvrant,Oldtimer Galerie Toffen ,5216.0,OR+,V,10970,cote.encheres.php?idCote=10970,13 000 €,325 i (E 30) coach / berline,1985
BMW,20120216,BUXTON,325 i Cabriolet RHD mécan.,H & H Classic Auctions,2807.0,OR,V,10970,cote.encheres.php?idCote=10970,13 000 €,325 i (E 30) coach / berline,1985
BMW,20120216,BUXTON,325 i Cabriolet RHD mécan.,H & H Classic Auctions,2807.0,OR,V,10970,cote.encheres.php?idCote=10970,13 000 €,325 i (E 30) coach / berline,1985
BMW,20190407,LE MANS,323 i TC (E 30) Cabriolet Baur,Marie Line Balsan,5900.0,OR,V,9056,cote.encheres.php?idCote=9056,14 000 €,323 i TC (E 30) Cabriolet Baur,1983
BMW,20190407,LE MANS,323 i TC (E 30) Cabriolet Baur,Marie Line Balsan,5900.0,OR,V,9056,cote.encheres.php?idCote=9056,14 000 €,323 i TC (E 30) Cabriolet Baur,1983
BMW,20190324,AVIGNON,323 i TC (E 30) Cabriolet Baur automatique,Leclère,14400.0,OR+,V,9056,cote.encheres.php?idCote=9056,14 000 €,323 i TC (E 30) Cabriolet Baur,1983
