auction_brand,auction_date,auction_location,auction_model,auction_organizor,auction_price,auction_restauration_code,auction_sales_code,auction_url,model,quote_id,year
ASTON MARTIN,12/03/2016,Brooklands,DB 7 Volante cabriolet,Historics at Brooklands,39 320 €,OR+,V,,,11904,
ASTON MARTIN,15/08/2015,Monterey,DB 9 Centenaire Spyder concept Zagato,RM Sotheby's,623 769 €,OR+,V,,,11904,
ASTON MARTIN,27/06/2015,Caen,DB 9 V12 coupé LHD autom.,EVE Auction / M. Pagneux,60 000 €,OR+,V,,,11904,
ASTON MARTIN,20/06/2015,Lyon,DB 7 V12 Vantage coupé LHD mécan.,Claude Aguttes,49 200 €,OR+,V,,,11904,
ASTON MARTIN,24/05/2015,Deauville,DB 9 V12 coupé ex-USA,Claude Aguttes,54 000 €,OR+,V,,,11904,
ASTON MARTIN,06/02/2015,Paris,"DB 7 V12 Zagato coupé LHD, 1 550 km d'origine",Artcurial Motorcars,274 160 €,EX,V,,,11904,
ASTON MARTIN,05/02/2015,Paris,DB 7 V12 Vantage Volante cabriolet LHD,Bonhams,56 640 €,OR+,V,,,11904,
ASTON MARTIN,21/06/2014,Lyon (Brotteaux),V8 Vantage 4.3 coupé LHD mécan.,Claude Aguttes SAS,43 000 €,OR+,V,,,11904,
ASTON MARTIN,21/06/2014,Lyon (Brotteaux),V12 Vanquish coupé 2+2 LHD,Claude Aguttes SAS,69 600 €,OR+,V,,,11904,
ASTON MARTIN,05/07/2014,Le Mans,V12 Vanquish S coupé 2+2 RHD ,Artcurial Motorcars,83 440 €,OR+,V,,,11904,
ASTON MARTIN,18/05/2014,Spa,DB 7 3.2 Volante cabriolet,Bonhams,28 750 €,OR,V,,,11904,
ASTON MARTIN,17/05/2014,Newport Pagnell,DB 6 Vantage Saloon,Bonhams,331 820 €,OR-,V,,,11904,
ASTON MARTIN,10/05/2014,Monaco,DB 7 Zagato saloon,RM Auctions,235 200 €,OR+,V,,,11904,
,,,,,,,,,,11903,
ASTON MARTIN,30/06/2019,Caen,DB 7 3.2 Saloon,Marie Line Balsan / Dominique Pagneux,26 440 €,OR+,V,,,11903,
ASTON MARTIN,18/05/2019,Brooklands,DB 7 3.2 Saloon RHD,Historics at Brooklands,31 860 €,OR+,V,,,11903,
ASTON MARTIN,18/05/2019,Brooklands,DB 9 Saloon RHD,Historics at Brooklands,27 050 €,OR+,V,,,11903,
ASTON MARTIN,18/05/2019,Brooklands,DB 7 3.2 Saloon RHD BV manuelle,Historics at Brooklands,18 490 €,OR+,V,,,11903,
ASTON MARTIN,20/03/2019,Duxford,DB 7 I6 GTS Saloon,H and H,27 930 €,OR+,V,,,11903,
ASTON MARTIN,02/03/2019,Ascott,DBS Saloon RHD,Historics at Brooklands,82 490 €,OR+,V,,,11903,
ASTON MARTIN,01/09/2018,Beaulieu,DB 7 3.2 Saloon RHD mécan.,Bonhams,15 050 €,OR+,V,,,11903,
ASTON MARTIN,29/04/2017,Toffen,DB 7 3.2 Saloon,Oldtimer Galerie Toffen,35 680 €,OR+,V,,,11903,
ASTON MARTIN,26/11/2016,Brooklands,DB 7 3.2 Saloon,Historics at Brooklands,35 082 €,OR+,V,,,11903,
ASTON MARTIN,15/01/2015,Phoenix,DB 7 3.2 Saloon,RM Auctions,183 400 €,OR+,V,,,11903,
ASTON MARTIN,18/05/2013,Newport Pagnell,DB 7 V12 6.0 Vantage Coupé RHD mécan.,Bonhams / Aston Martin,38 758 €,OR+,V,,,11903,
ASTON MARTIN,18/05/2013,Newport Pagnell,DB 9 V12 5.9 Saloon RHD,Bonhams / Aston Martin,43 518 €,OR+,V,,,11903,
ASTON MARTIN,18/05/2013,Newport Pagnell,DB 7 V12 Vantage coupé prototype RHD,Bonhams / Aston Martin,27 199 €,OR,V,,,11903,
ASTON MARTIN,19/05/2012,Newport Pagnell,DB 7 V12 Vantage Coupé RHD autom.,Bonhams,27 750 €,OR+,V,,,11903,
ASTON MARTIN,19/05/2012,Newport Pagnell,DB 7 3.2 Saloon RHD autom.,Bonhams,22 769 €,OR+,V,,,11903,
ASTON MARTIN,19/04/2012,Duxford,DB 7 3.2 Saloon RHD,H & H Classic Auctions,19 165 €,OR+,V,,,11903,
,,,,,,,,,,11902,
ASTON MARTIN,10/03/2018,Amelia Island,Virage 5.3 Volante cabriolet,RM Sotheby,88 860 €,OR+,V,,,11902,
ASTON MARTIN,13/05/2017,Newport Pagnell,V8 Vantage 5.3 Coupé RHD autom.,Bonhams,196 240 €,OR+,V,,,11902,
ASTON MARTIN,07/12/2016,Londres,Virage 6.3 Volante RHD,Bonhams,101 800 €,OR+,V,,,11902,
ASTON MARTIN,25/11/2016,Milan,Virage 5.3 Volante,RM Sotheby's,67 200 €,OR+,V,,,11902,
ASTON MARTIN,10/09/2016,Goodwood,Vantage V8 Le Mans V 600 coupé RHD,Bonhams,421 600 €,EX,V,,,11902,
ASTON MARTIN,21/05/2016,Newport Pagnell,Virage Volante 5.3 cabriolet Wide Body,Bonhams,82 760 €,OR+,V,,,11902,
ASTON MARTIN,21/05/2016,Newport Pagnell,Virage 6.3 Volante RHD mécan.,Bonhams,185 590 €,OR+,V,,,11902,
ASTON MARTIN,18/05/2013,Newport Pagnell,V8 Vantage Volante SWB Special Edition LHD méc.,Bonhams / Aston Martin,478 578 €,OR+/EX,V,,,11902,
ASTON MARTIN,18/05/2013,Newport Pagnell,V8 Volante LWB cabriolet RHD autom.,Bonhams / Aston Martin,101 108 €,OR+,V,,,11902,
ASTON MARTIN,31/10/2012,Londres,Virage 5.3 Volante cabriolet LHD,RM Auctions,52 288 €,OR+,V,,,11902,
ASTON MARTIN,19/05/2012,Newport Pagnell,"Virage Volante cabriolet RHD, évol. 6.3",Bonhams,147 380 €,TR/EX,V,,,11902,
ASTON MARTIN,18/02/2012,Brooklands,Virage 5.3 Volante cabriolet RHD,Historic at Brooklands,37 745 €,OR+,V,,,11902,
,,,,,,,,,,11901,
ASTON MARTIN,13/07/2019,Brooklands,Virage 5.3 Saloon RHD,Historics at Brooklands,27 120 €,OR+,V,,,11901,
ASTON MARTIN,10/04/2019,Buxton,Virage 5.3 Saloon RHD,H and H,52 240 €,OR+,V,,,11901,
ASTON MARTIN,07/07/2018,Brooklands,Virage 5.3 Saloon,Historics at Brooklands,23 040 €,OR,V,,,11901,
ASTON MARTIN,02/06/2018,Reading,Virage 5.3 Saloon RHD autom.,Bonhams,31 320 €,OR+,V,,,11901,
ASTON MARTIN,08/03/2018,Amelia Island,Virage 5.3 Saloon LHD man.,Bonhams,44 180 €,OR+,V,,,11901,
ASTON MARTIN,13/05/2017,Newport Pagnell,V8 Sportsman Estate LHD,Bonhams,397 400 €,OR+/EX,V,,,11901,
ASTON MARTIN,25/11/2016,Milan,V8 5.3 Saloon,RM Sotheby's,128 800 €,OR+,V,,,11901,
ASTON MARTIN,26/11/2016,Brooklands,Virage 5.3 Saloon,Historics at Brooklands,43 853 €,OR+,V,,,11901,
ASTON MARTIN,03/09/2016,Oxford,Vanquish V12 coupé,Silverstone Auctions,160 947 €,OR+,V,,,11901,
ASTON MARTIN,21/05/2016,Newport Pagnell,V8 5.3 (Virage) Saloon autom.,Bonhams,93 040 €,OR+,V,,,11901,
ASTON MARTIN,14/05/2016,Monaco,Virage GT Lightweight,RM Sotheby's,89 600 €,OR+,V,,,11901,
ASTON MARTIN,10/12/2015,Londres,Vantage V8 5.3 coupé RHD autom.,Bonhams,180 400 €,OR+,V,,,11901,
ASTON MARTIN,14/08/2015,Carmel,Vanquish Zagato roadster prototype Salon Genève,Bonhams,590 820 €,OR+,V,,,11901,
ASTON MARTIN,20/06/2015,Lyon,Virage V8 Vantage V 550 coupé LHD,Claude Aguttes,156 000 €,OR+,V,,,11901,
ASTON MARTIN,23/05/2015,Silverstone,Virage 5.3 Saloon,Silverstone Auctions,91 781 €,OR+,V,,,11901,
ASTON MARTIN,11/10/2014,Paris,V8 Sportsman LHD mécan.,SVV Cornette de Saint-Cyr,354 000 €,EX,V,,,11901,
,,,,,,,,,,11532,
ASTON MARTIN,10/05/2019,Chipping Norton,"V8 Volante Vantage 4,3 Zagato cabriolet RHD",Silverstone Auctions,35 800 €,OR+,V,,,11532,
ASTON MARTIN,27/05/2017,Cernobbio,V8 Vantage Volante Zagato LHD,RM Sotheby's,459 200 €,EX,V,,,11532,
ASTON MARTIN,13/05/2017,Newport Pagnell,V8 Volante Zagato cabriolet RHD,Bonhams,331 460 €,OR+,V,,,11532,
ASTON MARTIN,17/05/2014,Newport Pagnell,V8 Volante cabriolet LHD,Bonhams,128 300 €,OR+,V,,,11532,
