auction_brand,auction_date,auction_location,auction_model,auction_organizor,auction_price,auction_restauration_code,auction_sales_code,auction_url,model,quote_id,year
FIAT,21/04/2018,Toffen,124 Sport 1600 Spider,Oldtimer Galerie Toffen,20 960 €,OR+,V,,,2433,
FIAT,08/05/2017,La Mézière,"124 Sport 1600 Spider, look Abarth",Alcopa Auction Rennes,14 280 €,REST/TR,V,,,2433,
FIAT,07/04/2017,Esvres sur Indre,124 Sport 1600 Spider,Alcopa Auction Tours,10 300 €,REST-,V,,,2433,
FIAT,26/11/2016,Toffen,"124 Sport 1600 Spider, int. cuir, jantes alu",Oldtimer Galerie Toffen,19 819 €,REST,V,,,2433,
FIAT,30/10/2016,Paris,124 Sport 1600 Spider,Artcurial Motorcars,19 072 €,OR+,V,,,2433,
FIAT,01/12/2012,Toffen,"124 Sport 1600 Spider, look Abarth",Oldtimer Galerie,8 361 €,REST,V,,,2433,
FIAT,20/06/2010,Fontainebleau,124 Sport 1600 Spider,Jean-Pierre Osenat,4 800 €,RET,V,,,2433,
FIAT,19/09/2009,Kaufdorf,124 Sport 1600 Coupé,Oldtimer Galerie Toffen,3 300 €,OR,V,,,2433,
,,,,,,,,,,2432,
FIAT,18/06/2017,Fontainebleau,"124 Sport Spider, jantes Cromodora",Jean-Pierre Osenat,20 400 €,REST-,V,,,2432,
FIAT,05/06/2016,Albi,"124 Spider réplique Abarth 2 litres, BV Colotti",Stanislas Machoïr,21 600 €,REST/TR,V,,,2432,
FIAT,28/11/2015,Brooklands,124 Spider 2 l LHD,Historics at Brooklands,11 928 €,REST,V,,,2432,
FIAT,01/06/2012,Saint-Brieuc,124 Sport Spider,Armor Enchères,3 450 €,OR-,V,,,2432,
FIAT,03/05/2009,Toffen,124 Sport 1400 Spider,Oldtimer Galerie Toffen,10 000 €,OR+,V,,,2432,
FIAT,12/11/2006,Paris,124 Sport Spider,"Artcurial Briest, Le Fur, Poulai",4 500 €,RAR,V,,,2432,
,,,,,,,,,,2431,
FIAT,14/10/2017,Toffen,124 Sport 1800 coupé,Oldtimer Galerie Toffen,2 910 €,OR,V,,,2431,
FIAT,10/11/2016,Fayence,124 Sport 1800 coupé,Jean-Pierre Osenat,1 063 €,EP,V,,,2431,
FIAT,08/03/2015,Auvers sur Oise,124 Sport 1800 coupé,SVV Le Calvez & Associés,8 106 €,OR+,V,,,2431,
FIAT,27/02/2007,Londres,124 Sport 1800 coupé RHD,Coys Auctions,3 410 €,OR,V,,,2431,
,,,,,,,,,,2430,
FIAT,06/02/2014,Paris,124 Sport 1600 Coupé (série 3),Bonhams,7 475 €,OR+,V,,,2430,
,,,,,,,,,,2429,
FIAT,17/11/2018,Turin,124 Sport 1400 coupé,Aste Bolaffi,9 200 €,OR,V,,,2429,
FIAT,06/09/2014,Beaulieu,124 coach spécial Eveline Vignale RHD (moteur 2 l 2ACT),Bonhams,1 440 €,OR,V,,,2429,
FIAT,01/12/2012,Toffen,"124 Sport 1400 Coupé, boîte 5",Oldtimer Galerie,11 613 €,OR+,V,,,2429,
FIAT,18/09/2010,Toffen,124 Sport 1400 coupé,Oldtimer Galerie,2 652 €,OR,V,,,2429,
